,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,4789.567642,3.699247625,1,1,1,2,2,1,4,2,-15,2.0,0.566857,4759841.0,4763540.0,4763115.0,0.0,4763115.0,0.0,4760548.0,4762540.0,4760549.0,4763541.0,4762547.0,4763541.0,3699.0,708.0,2992.0,994.0,1992.0,568.0
1,4793.275209,3.5078696,1,2,1,2,2,2,3,1,-65,1.0,0.3419687,4763547.0,4767055.0,4766406.0,4766406.0,0.0,0.0,4764065.0,4766056.0,4764066.0,4767056.0,4766063.0,4767056.0,3508.0,519.0,2990.0,993.0,1991.0,343.0
2,4796.791408,3.5078371,1,3,1,1,1,2,3,1,-60,1.0,0.3336159,4767062.0,4770572.0,4769914.0,4769914.0,0.0,0.0,4767581.0,4769572.0,4767581.0,4770572.0,4769579.0,4770572.0,3510.0,519.0,2991.0,993.0,1991.0,335.0
3,4800.307575,3.5078488,1,4,1,2,1,2,2,1,-55,1.0,0.3175815,4770579.0,4774088.0,4773414.0,4773414.0,0.0,0.0,4771096.0,4773089.0,4771097.0,4774088.0,4773095.0,4774089.0,3509.0,518.0,2991.0,994.0,1993.0,319.0
4,4803.832229,3.5160079,1,5,1,1,2,1,4,1,-20,2.0,0.3258129,4774106.0,4777621.0,4776956.0,0.0,4776956.0,0.0,4774630.0,4776622.0,4774631.0,4777622.0,4776628.0,4777623.0,3515.0,525.0,2991.0,995.0,1992.0,328.0
5,4807.3649,3.5078397,1,6,1,1,1,1,1,1,-25,2.0,0.5583867,4777637.0,4781145.0,4780713.0,0.0,4780713.0,0.0,4778154.0,4780146.0,4778154.0,4781146.0,4780153.0,4781146.0,3508.0,517.0,2992.0,993.0,1992.0,560.0
6,4810.881075,3.5078481,1,7,1,1,2,1,5,2,-30,2.0,0.4834252,4781152.0,4784662.0,4784153.0,0.0,4784153.0,0.0,4781670.0,4783661.0,4781670.0,4784662.0,4783669.0,4784662.0,3510.0,518.0,2992.0,993.0,1991.0,484.0
7,4814.397253,3.5078118,1,8,1,1,1,1,5,2,-35,1.0,0.3254148,4784668.0,4788177.0,4787511.0,4787511.0,0.0,0.0,4785187.0,4787178.0,4785187.0,4788177.0,4787184.0,4788177.0,3509.0,519.0,2990.0,993.0,1991.0,327.0
8,4817.91342,3.5078352,1,9,1,1,2,2,4,2,-50,1.0,0.2925194,4788184.0,4791693.0,4790996.0,4790996.0,0.0,0.0,4788703.0,4790694.0,4788703.0,4791693.0,4790701.0,4791694.0,3509.0,519.0,2990.0,993.0,1991.0,295.0
9,4821.429584,3.5078241,1,10,1,1,1,2,3,2,-45,1.0,0.3668186,4791700.0,4795210.0,4794585.0,4794585.0,0.0,0.0,4792218.0,4794210.0,4792218.0,4795210.0,4794217.0,4795210.0,3510.0,518.0,2992.0,993.0,1992.0,368.0
10,4824.945758,3.5078302,1,11,1,2,1,2,5,2,-40,2.0,0.3424991,4795217.0,4798726.0,4798077.0,0.0,4798077.0,0.0,4795734.0,4797727.0,4795734.0,4798726.0,4797733.0,4798726.0,3509.0,517.0,2992.0,993.0,1993.0,344.0
11,4828.461908,3.5078323,1,12,1,2,1,2,2,1,-45,2.0,0.5418218,4798733.0,4802242.0,4801792.0,0.0,4801792.0,0.0,4799251.0,4801242.0,4799251.0,4802243.0,4801249.0,4802243.0,3509.0,518.0,2992.0,994.0,1991.0,543.0
12,4831.978216,3.5077018,1,13,1,2,2,2,4,2,-50,1.0,0.4167703,4802249.0,4805759.0,4805184.0,4805184.0,0.0,0.0,4802767.0,4804758.0,4802767.0,4805759.0,4804765.0,4805759.0,3510.0,518.0,2992.0,994.0,1991.0,419.0
13,4835.494254,3.5078219,1,14,1,1,2,1,2,2,-30,2.0,0.45848,4805765.0,4809274.0,4808741.0,0.0,4808741.0,0.0,4806283.0,4808274.0,4806283.0,4809274.0,4808281.0,4809274.0,3509.0,518.0,2991.0,993.0,1991.0,460.0
14,4839.010404,3.5078059,1,15,1,1,2,1,1,1,-35,2.0,0.2999693,4809281.0,4812790.0,4812100.0,0.0,4812100.0,0.0,4809800.0,4811791.0,4809800.0,4812790.0,4811798.0,4812790.0,3509.0,519.0,2990.0,992.0,1991.0,302.0
15,4842.526557,3.5078489,1,16,1,1,1,1,4,2,-40,2.0,0.3917873,4812797.0,4816306.0,4815707.0,0.0,4815707.0,0.0,4813315.0,4815307.0,4813315.0,4816307.0,4815314.0,4816307.0,3509.0,518.0,2992.0,993.0,1992.0,393.0
