,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,1078.361983,3.5828641,1,1,1,1,1,2,5,1,-65,1.0,0.792129,1001528.0,1005113.0,1004913.0,1004913.0,0.0,0.0,1002113.0,1004112.0,1002113.0,1005113.0,1004119.0,1005114.0,3585.0,585.0,3000.0,995.0,1999.0,794.0
1,1081.953195,3.5079281,1,2,1,2,1,2,2,2,-60,1.0,0.5586011,1005119.0,1008629.0,1008195.0,1008195.0,0.0,0.0,1005637.0,1007628.0,1005638.0,1008629.0,1007635.0,1008629.0,3510.0,519.0,2991.0,994.0,1991.0,560.0
2,1085.469434,3.5079063,1,3,1,1,2,2,3,2,-55,1.0,0.4677488,1008636.0,1012144.0,1011622.0,1011622.0,0.0,0.0,1009154.0,1011145.0,1009154.0,1012145.0,1011152.0,1012145.0,3508.0,518.0,2991.0,993.0,1991.0,470.0
3,1088.985866,3.5077287,1,4,1,2,2,2,3,2,-50,1.0,0.5086794,1012152.0,1015661.0,1015178.0,1015178.0,0.0,0.0,1012670.0,1014661.0,1012670.0,1015661.0,1014668.0,1015661.0,3509.0,518.0,2991.0,993.0,1991.0,510.0
4,1092.501913,3.5162686,1,5,1,1,1,2,4,1,-45,1.0,0.4263369,1015668.0,1019186.0,1018621.0,1018621.0,0.0,0.0,1016194.0,1018186.0,1016195.0,1019187.0,1018193.0,1019188.0,3518.0,527.0,2992.0,995.0,1992.0,428.0
5,1096.03484,3.5079174,1,6,1,1,2,1,2,1,-15,2.0,0.3503542,1019202.0,1022710.0,1022068.0,0.0,1022068.0,0.0,1019719.0,1021711.0,1019719.0,1022710.0,1021717.0,1022711.0,3508.0,517.0,2991.0,994.0,1992.0,351.0
6,1099.551076,3.5078962,1,7,1,2,2,2,3,2,-40,2.0,0.2252837,1022717.0,1026226.0,1025460.0,0.0,1025460.0,0.0,1023235.0,1025226.0,1023235.0,1026227.0,1025233.0,1026227.0,3509.0,518.0,2992.0,994.0,1991.0,227.0
7,1103.0673,3.5079289,1,8,1,1,2,2,4,2,-45,2.0,0.5425836,1026233.0,1029743.0,1029294.0,0.0,1029294.0,0.0,1026751.0,1028742.0,1026751.0,1029743.0,1028749.0,1029743.0,3510.0,518.0,2992.0,994.0,1991.0,545.0
8,1106.583576,3.5078628,1,9,1,1,2,2,3,2,-50,2.0,0.4086502,1029749.0,1033259.0,1032675.0,0.0,1032675.0,0.0,1030268.0,1032259.0,1030268.0,1033259.0,1032266.0,1033259.0,3510.0,519.0,2991.0,993.0,1991.0,409.0
9,1110.099802,3.5079136,1,10,1,2,2,2,2,1,-55,1.0,0.3502124,1033265.0,1036775.0,1036134.0,1036134.0,0.0,0.0,1033784.0,1035775.0,1033784.0,1036775.0,1035782.0,1036775.0,3510.0,519.0,2991.0,993.0,1991.0,352.0
10,1113.616051,3.5078628,1,11,1,1,2,2,2,1,-50,1.0,0.2667959,1036782.0,1040291.0,1039566.0,1039566.0,0.0,0.0,1037300.0,1039291.0,1037300.0,1040291.0,1039298.0,1040291.0,3509.0,518.0,2991.0,993.0,1991.0,268.0
11,1117.132263,3.5080945,1,12,1,2,1,2,2,2,-45,1.0,0.4168123,1040298.0,1043807.0,1043232.0,1043232.0,0.0,0.0,1040817.0,1042808.0,1040817.0,1043807.0,1042814.0,1043807.0,3509.0,519.0,2990.0,993.0,1991.0,418.0
12,1120.648512,3.5078929,1,13,1,2,2,1,3,1,-20,2.0,0.3513192,1043814.0,1047323.0,1046684.0,0.0,1046684.0,0.0,1044332.0,1046324.0,1044332.0,1047323.0,1046331.0,1047324.0,3509.0,518.0,2991.0,993.0,1992.0,353.0
