,angle_test,report_right_prct,report_right_num
0,-65,0.0,2.0
1,-60,0.0,2.0
2,-55,0.0,5.0
3,-50,0.09375,32.0
4,-45,0.47368421052631576,57.0
5,-40,0.48214285714285715,56.0
6,-35,0.8823529411764706,34.0
7,-30,1.0,6.0
8,-25,1.0,2.0
9,-20,1.0,2.0
10,-15,1.0,2.0
