onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
3854.452487	3.757553406	1	1	1	1	2	2	5	2	-65	1	-0.8494365
3858.218376	3.5079751	1	2	1	2	1	2	2	2	-60	2	-1.1993176
3861.73453	3.4996925	1	3	1	2	2	1	1	1	-15	2	-1.0075661
3865.242486	3.4993721	1	4	1	2	2	2	1	1	-65	2	-1.4069001
3868.750191	3.5244911	1	5	1	1	2	2	5	2	-70	1	-1.2655109
3872.291346	3.5078202	1	6	1	2	2	1	4	2	-20	2	-0.8651096
3875.807504	3.5078267	1	7	1	2	2	1	3	1	-25	2	-0.9405486
3879.323657	3.5078345	1	8	1	1	2	1	3	2	-30	1	-0.5661666
3882.83983	3.5078096	1	9	1	1	1	1	3	1	-25	1	-0.6746031
3886.356119	3.5076779	1	10	1	2	1	1	5	2	-20	1	-0.3905566
3889.872206	3.5079225	1	11	1	1	2	2	4	2	-65	1	-0.024777
3893.388283	3.5078534	1	12	1	2	1	2	2	2	-60	2	-0.9162934
3896.904571	3.5076966	1	13	1	2	2	2	1	1	-65	1	-0.4825324
3900.420656	3.5077664	1	14	1	2	1	2	3	1	-60	2	-0.4909046
3903.936758	3.5078081	1	15	1	1	2	1	4	2	-15	1	-0.6913981
3907.452899	3.5078084	1	16	1	1	1	2	4	2	-65	1	-0.7329881
3910.969058	3.5078066	1	17	1	2	2	1	3	1	-10	2	-1.2745324
3914.485188	3.5078793	1	18	1	2	1	1	1	2	-15	2	-1.1162688
3918.001399	3.5078167	1	19	1	2	2	2	1	2	-60	1	-1.0997186
3921.51767	3.5076972	1	20	1	2	1	1	2	1	-20	2	-0.3080622
3925.033823	3.5077041	1	21	1	2	1	2	4	1	-55	1	-0.6747227
3928.549872	3.507809	1	22	1	2	2	2	2	2	-50	1	-0.4414098
3932.066137	3.9243122	1	23	1	1	1	1	2	2	-25	1	-0.9747394
3935.998905	3.5076712	1	24	1	1	2	2	3	2	-45	2	-0.7496643
3939.515013	3.5077673	1	25	1	2	1	1	2	2	-20	2	0.2919792
3943.031113	3.7911195	1	26	1	2	2	1	3	2	-25	2	-0.166361
3946.830546	3.5078002	1	27	1	2	2	1	4	2	-30	2	-0.4580442
3950.346686	3.5078455	1	28	1	1	2	2	4	2	-50	1	-0.4163818
3953.862863	3.507826	1	29	1	1	2	1	5	1	-35	2	-0.7826675
3957.379019	3.5078141	1	30	1	2	2	2	4	2	-45	1	-0.6580231
3960.895168	3.5078218	1	31	1	1	1	1	2	1	-40	2	-0.8913455
