onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
24017.48235	3.5162396	1	1	2	2	1	2	4	1	-28.125	n/a	n/a
24021.00692	3.5079073	1	2	2	1	2	2	4	2	-28.125	n/a	n/a
24024.52317	3.9995146	1	3	2	2	1	1	4	2	-28.125	n/a	n/a
24028.53101	3.9995282	1	4	2	2	1	1	1	2	-28.125	n/a	n/a
24032.53888	3.5162368	1	5	2	1	1	1	5	1	-28.125	n/a	n/a
24036.07178	3.5079089	1	6	2	1	1	1	4	1	-28.125	n/a	n/a
24039.58815	3.7410875	1	7	2	2	2	2	2	1	-28.125	n/a	n/a
24043.33756	3.7078888	1	8	2	1	1	1	2	1	-28.125	n/a	n/a
24047.05378	3.5079086	1	9	2	2	2	1	5	1	-28.125	n/a	n/a
24050.57014	3.7410973	1	10	2	2	2	2	4	2	-28.125	n/a	n/a
24054.3197	3.9993779	1	11	2	1	2	1	4	2	-28.125	n/a	n/a
24058.32741	3.95785	1	12	2	1	1	1	2	1	-28.125	n/a	n/a
24062.29359	3.7162105	1	13	2	2	1	2	5	2	-28.125	n/a	n/a
24066.01828	3.5077517	1	14	2	2	1	1	3	2	-28.125	n/a	n/a
24069.53437	3.9995024	1	15	2	2	2	2	3	1	-28.125	n/a	n/a
24073.54221	3.5079055	1	16	2	2	2	1	5	2	-28.125	n/a	n/a
24077.05844	3.4995859	1	17	2	2	2	2	1	2	-28.125	n/a	n/a
24080.56636	3.5079092	1	18	2	1	2	2	2	1	-28.125	n/a	n/a
24084.08259	3.7246207	1	19	2	2	2	2	2	2	-28.125	n/a	n/a
24087.81558	3.7077604	1	20	2	2	2	1	5	2	-28.125	n/a	n/a
24091.53167	3.7161791	1	21	2	1	2	2	2	2	-28.125	n/a	n/a
24095.25622	3.9994314	1	22	2	2	2	1	1	2	-28.125	n/a	n/a
24099.26398	3.5078212	1	23	2	2	1	2	5	2	-28.125	n/a	n/a
24102.78013	3.5077884	1	24	2	1	1	2	1	2	-28.125	n/a	n/a
24106.29628	3.5077878	1	25	2	2	2	1	3	1	-28.125	n/a	n/a
24109.81244	3.507826	1	26	2	2	2	1	5	1	-28.125	n/a	n/a
24113.32872	3.5326911	1	27	2	2	1	2	4	2	-28.125	n/a	n/a
24116.86987	3.5076828	1	28	2	1	2	2	3	1	-28.125	n/a	n/a
24120.3859	3.8995738	1	29	2	2	2	2	2	1	-28.125	n/a	n/a
24124.29366	3.5078051	1	30	2	2	2	2	3	2	-28.125	n/a	n/a
24127.80981	3.9994347	1	31	2	1	2	2	4	2	-28.125	n/a	n/a
24131.81758	3.6411338	1	32	2	2	2	1	1	2	-28.125	n/a	n/a
24135.46717	3.7326713	1	33	2	2	1	1	4	1	-28.125	n/a	n/a
24139.20816	3.732788	1	34	2	1	2	2	5	1	-28.125	n/a	n/a
24142.94926	3.9994429	1	35	2	2	2	1	5	2	-28.125	n/a	n/a
24146.95708	3.5077806	1	36	2	2	1	1	4	2	-28.125	n/a	n/a
24150.47318	3.6994733	1	37	2	2	1	1	4	2	-28.125	n/a	n/a
24154.18107	3.7243786	1	38	2	1	2	2	1	1	-28.125	n/a	n/a
24157.91378	3.5078271	1	39	2	1	1	2	5	1	-28.125	n/a	n/a
24161.42994	3.5079703	1	40	2	1	2	1	2	2	-28.125	n/a	n/a
24164.94614	3.5077676	1	41	2	2	2	1	2	1	-28.125	n/a	n/a
24168.46223	3.6994624	1	42	2	2	2	1	2	1	-28.125	n/a	n/a
24172.17004	3.6329613	1	43	2	1	2	1	3	2	-28.125	n/a	n/a
24175.81117	3.6744989	1	44	2	2	2	1	2	1	-28.125	n/a	n/a
24179.494	3.7327771	1	45	2	2	2	2	4	2	-28.125	n/a	n/a
24183.23511	3.7494538	1	46	2	1	1	2	2	2	-28.125	n/a	n/a
24186.993	3.5078467	1	47	2	1	1	2	5	2	-28.125	n/a	n/a
24190.50908	3.5078071	1	48	2	1	1	2	5	1	-28.125	n/a	n/a
24194.02521	3.5078253	1	49	2	2	1	1	1	1	-28.125	n/a	n/a
24197.5414	3.5077862	1	50	2	1	1	1	1	1	-28.125	n/a	n/a
24201.0575	3.5078441	1	51	2	2	2	2	4	1	-28.125	n/a	n/a
24204.57368	3.5078154	1	52	2	1	1	1	4	2	-28.125	n/a	n/a
24208.08984	3.707797	1	53	2	1	1	2	4	2	-28.125	n/a	n/a
24211.80609	3.6160395	1	54	2	2	2	2	1	2	-28.125	n/a	n/a
24215.43047	3.6995275	1	55	2	1	1	2	3	2	-28.125	n/a	n/a
24219.13834	3.5077041	1	56	2	1	1	1	3	2	-28.125	n/a	n/a
24222.65438	3.5078418	1	57	2	1	1	1	5	2	-28.125	n/a	n/a
24226.17052	3.7330366	1	58	2	2	2	1	3	1	-28.125	n/a	n/a
24229.91179	3.6993551	1	59	2	2	1	2	1	1	-28.125	n/a	n/a
24233.61947	3.5078272	1	60	2	1	1	2	2	1	-28.125	n/a	n/a
24237.13563	3.7494591	1	61	2	2	1	1	1	2	-28.125	n/a	n/a
24240.89342	3.5079873	1	62	2	2	1	2	2	2	-28.125	n/a	n/a
24244.40981	3.50759643	1	63	2	2	1	2	5	1	-28.125	n/a	n/a
24247.92572	3.5078421	1	64	2	2	1	1	2	2	-28.125	n/a	n/a
24251.4419	3.9995997	1	65	2	2	2	1	2	1	-28.125	n/a	n/a
24255.44965	3.7161567	1	66	2	1	2	2	4	1	-28.125	n/a	n/a
24259.17408	3.7411593	1	67	2	1	1	1	4	1	-28.125	n/a	n/a
24262.92358	3.6911294	1	68	2	1	2	2	3	2	-28.125	n/a	n/a
24266.62304	3.9660796	1	69	2	2	1	1	2	1	-28.125	n/a	n/a
24270.59747	3.5078021	1	70	2	2	1	1	3	1	-28.125	n/a	n/a
24274.11368	3.5077576	1	71	2	2	2	2	2	2	-28.125	n/a	n/a
24277.62977	3.5078353	1	72	2	1	2	1	2	2	-28.125	n/a	n/a
24281.14594	3.7328761	1	73	2	1	1	2	5	1	-28.125	n/a	n/a
24284.88724	3.6576243	1	74	2	2	1	1	4	2	-28.125	n/a	n/a
24288.5532	3.7744587	1	75	2	2	1	1	4	1	-28.125	n/a	n/a
24292.33599	3.75779	1	76	2	1	1	2	5	1	-28.125	n/a	n/a
24296.10227	3.9576009	1	77	2	2	2	1	5	1	-28.125	n/a	n/a
24300.0682	3.6911418	1	78	2	1	1	1	1	2	-28.125	n/a	n/a
24303.76765	3.7328073	1	79	2	1	2	1	5	2	-28.125	n/a	n/a
24307.5089	3.7493508	1	80	2	2	1	2	1	2	-28.125	n/a	n/a
24311.26658	3.5078314	1	81	2	2	1	2	1	1	-28.125	n/a	n/a
24314.78275	3.5079464	1	82	2	1	1	1	3	1	-28.125	n/a	n/a
24318.29889	3.5078282	1	83	2	1	2	1	1	2	-28.125	n/a	n/a
24321.81514	3.666039	1	84	2	2	2	1	3	2	-28.125	n/a	n/a
24325.48952	3.5078223	1	85	2	2	1	1	2	1	-28.125	n/a	n/a
24329.00568	3.5079128	1	86	2	2	2	1	2	2	-28.125	n/a	n/a
24332.52186	3.9577467	1	87	2	2	1	2	5	2	-28.125	n/a	n/a
24336.48814	3.5076394	1	88	2	2	1	1	2	1	-28.125	n/a	n/a
24340.00422	3.9994367	1	89	2	2	2	1	3	1	-28.125	n/a	n/a
24344.01186	3.5078283	1	90	2	2	1	2	4	2	-28.125	n/a	n/a
24347.52802	3.5078471	1	91	2	2	1	2	4	1	-28.125	n/a	n/a
24351.0525	3.5078407	1	92	2	1	2	2	4	1	-28.125	n/a	n/a
24354.5688	3.5076967	1	93	2	2	2	1	3	2	-28.125	n/a	n/a
24358.08496	3.7493151	1	94	2	1	2	2	4	2	-28.125	n/a	n/a
24361.84262	3.9994254	1	95	2	2	2	2	1	1	-28.125	n/a	n/a
24365.85037	3.5079488	1	96	2	1	2	2	3	2	-28.125	n/a	n/a
24369.36652	3.4994955	1	97	2	1	2	2	3	2	-28.125	n/a	n/a
24372.87433	3.699484	1	98	2	1	1	2	4	2	-28.125	n/a	n/a
24376.58214	3.5078588	1	99	2	2	1	1	2	1	-28.125	n/a	n/a
24380.09832	3.5078277	1	100	2	2	2	1	5	1	-28.125	n/a	n/a
