onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
24515.94545	3.7827307	2	1	2	1	1	2	5	1	-28.125	n/a	n/a
24519.73651	3.9994238	2	2	2	1	2	2	4	2	-28.125	n/a	n/a
24523.74427	3.5079255	2	3	2	1	2	1	3	1	-28.125	n/a	n/a
24527.26043	3.5077942	2	4	2	1	2	1	1	2	-28.125	n/a	n/a
24530.78501	3.5161229	2	5	2	1	2	1	4	1	-28.125	n/a	n/a
24534.31771	3.5078304	2	6	2	1	1	1	2	1	-28.125	n/a	n/a
24537.83387	3.5079727	2	7	2	1	1	2	1	2	-28.125	n/a	n/a
24541.35006	3.6495797	2	8	2	2	2	2	5	2	-28.125	n/a	n/a
24545.00787	3.7911317	2	9	2	2	1	2	3	1	-28.125	n/a	n/a
24548.80736	3.6494195	2	10	2	2	2	2	2	2	-28.125	n/a	n/a
24552.46512	3.5078411	2	11	2	2	1	1	2	1	-28.125	n/a	n/a
24555.9813	3.507793	2	12	2	1	2	1	1	2	-28.125	n/a	n/a
24559.49744	3.7494415	2	13	2	1	1	1	1	2	-28.125	n/a	n/a
24563.25522	3.7244592	2	14	2	2	1	1	5	2	-28.125	n/a	n/a
24566.98814	3.5077124	2	15	2	1	2	1	5	1	-28.125	n/a	n/a
24570.50419	3.507809	2	16	2	1	2	1	5	2	-28.125	n/a	n/a
24574.02036	3.6827507	2	17	2	2	1	2	5	1	-28.125	n/a	n/a
24577.7116	3.7410053	2	18	2	2	2	2	2	2	-28.125	n/a	n/a
24581.46094	3.7078714	2	19	2	2	2	2	2	2	-28.125	n/a	n/a
24585.17715	3.999326	2	20	2	1	1	1	3	2	-28.125	n/a	n/a
24589.18483	3.6494745	2	21	2	2	2	2	3	2	-28.125	n/a	n/a
24592.84263	3.7494939	2	22	2	1	1	1	1	2	-28.125	n/a	n/a
24596.60043	3.6911176	2	23	2	2	2	2	1	2	-28.125	n/a	n/a
24600.29989	3.5078286	2	24	2	1	1	2	5	2	-28.125	n/a	n/a
24603.81624	3.5076215	2	25	2	1	1	1	4	2	-28.125	n/a	n/a
24607.33219	3.7827944	2	26	2	1	1	1	4	1	-28.125	n/a	n/a
24611.12331	3.7078026	2	27	2	1	2	2	5	1	-28.125	n/a	n/a
24614.83945	3.7577981	2	28	2	1	1	2	2	2	-28.125	n/a	n/a
24618.60558	3.732792	2	29	2	1	2	2	5	2	-28.125	n/a	n/a
24622.34682	3.7576815	2	30	2	2	2	2	3	1	-28.125	n/a	n/a
24626.11284	3.5078237	2	31	2	1	2	1	1	1	-28.125	n/a	n/a
24629.62897	3.8329269	2	32	2	2	2	1	1	2	-28.125	n/a	n/a
24633.47024	3.699337	2	33	2	2	1	2	3	1	-28.125	n/a	n/a
24637.17791	3.7911171	2	34	2	2	2	2	1	2	-28.125	n/a	n/a
24640.9775	3.832626	2	35	2	2	2	2	1	1	-28.125	n/a	n/a
24644.81861	3.74945	2	36	2	2	1	2	4	1	-28.125	n/a	n/a
24648.57627	3.6911319	2	37	2	2	2	2	4	1	-28.125	n/a	n/a
24652.27573	3.5079908	2	38	2	1	2	2	3	1	-28.125	n/a	n/a
24655.79187	3.7661289	2	39	2	2	1	2	2	2	-28.125	n/a	n/a
24659.56633	3.7078135	2	40	2	1	1	1	2	1	-28.125	n/a	n/a
24663.28247	3.7077629	2	41	2	2	2	2	4	2	-28.125	n/a	n/a
24666.99873	3.7743371	2	42	2	1	1	2	5	2	-28.125	n/a	n/a
24670.7814	3.6661489	2	43	2	1	1	2	3	1	-28.125	n/a	n/a
