,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,37897.12742,3.515924534,1,1,1,2,2,1,4,2,-15,2.0,-0.5993537,4040071.0,4043587.0,4041995.0,0.0,4041995.0,0.0,4040595.0,4042587.0,4040596.0,4043587.0,4042593.0,4043587.0,3516.0,525.0,2991.0,994.0,1992.0,-598.0
1,37900.65168,3.5079056,1,2,1,1,1,1,3,1,-20,1.0,0.6169441,4043593.0,4047103.0,4046728.0,4046728.0,0.0,0.0,4044111.0,4046103.0,4044112.0,4047103.0,4046110.0,4047103.0,3510.0,519.0,2991.0,993.0,1992.0,618.0
2,37904.16783,3.9994006,1,3,1,2,1,1,5,1,-15,1.0,-0.8911194,4047109.0,4051111.0,4049228.0,4049228.0,0.0,0.0,4048119.0,4050110.0,4048119.0,4051111.0,4050117.0,4051111.0,4002.0,1010.0,2992.0,994.0,1991.0,-889.0
3,37938.10453,3.9910608,1,4,1,1,2,1,4,2,-10,1.0,0.8168894,4081047.0,4085038.0,4084864.0,4084864.0,0.0,0.0,4082047.0,4084039.0,4082047.0,4085039.0,4084046.0,4085039.0,3991.0,1000.0,2992.0,993.0,1992.0,818.0
4,37942.10394,4.0077464,1,5,1,2,2,1,1,1,-5,2.0,-0.7074155,4085045.0,4089056.0,4087355.0,0.0,4087355.0,0.0,4086064.0,4088055.0,4086065.0,4089056.0,4088062.0,4089057.0,4011.0,1020.0,2991.0,995.0,1991.0,-707.0
5,37946.12834,3.991065,1,6,1,1,2,2,4,1,-65,1.0,-1.2659459,4089072.0,4093063.0,4090805.0,4090805.0,0.0,0.0,4090071.0,4092063.0,4090071.0,4093063.0,4092069.0,4093063.0,3991.0,999.0,2992.0,994.0,1992.0,-1264.0
6,37950.12783,3.5077228,1,7,1,1,2,1,1,1,-10,2.0,-0.8911924,4093069.0,4096579.0,4094696.0,0.0,4094696.0,0.0,4093587.0,4095578.0,4093587.0,4096579.0,4095585.0,4096579.0,3510.0,518.0,2992.0,994.0,1991.0,-889.0
7,37953.64389,3.5078164,1,8,1,2,2,2,3,2,-60,1.0,-1.1239418,4096585.0,4100094.0,4097980.0,4097980.0,0.0,0.0,4097104.0,4099095.0,4097104.0,4100094.0,4099102.0,4100094.0,3509.0,519.0,2990.0,992.0,1991.0,-1122.0
8,37957.16002,3.5078509,1,9,1,1,2,2,1,1,-55,1.0,-0.4912989,4100101.0,4103611.0,4102128.0,4102128.0,0.0,0.0,4100620.0,4102611.0,4100620.0,4103611.0,4102618.0,4103611.0,3510.0,519.0,2991.0,993.0,1991.0,-490.0
9,37960.67621,3.5078307,1,10,1,1,2,2,2,1,-50,1.0,-1.1079236,4103618.0,4107127.0,4105028.0,4105028.0,0.0,0.0,4104135.0,4106127.0,4104135.0,4107127.0,4106134.0,4107127.0,3509.0,517.0,2992.0,993.0,1992.0,-1106.0
