onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
38513.17069	3.8328213	2	1	1	1	2	1	1	2	-15	2	-0.5827651
38517.02028	3.5076384	2	2	1	2	2	1	3	1	-20	2	-0.324526
38520.53634	3.5077317	2	3	1	1	2	1	1	2	-25	1	-0.3911996
38524.0524	3.5080142	2	4	1	1	1	2	5	2	-65	1	-0.5995163
38527.57705	3.5159978	2	5	1	1	2	1	1	1	-20	1	-0.7990112
38531.10972	3.5078143	2	6	1	1	2	1	3	2	-15	2	-0.4494723
38534.62588	3.5078136	2	7	1	2	2	2	3	2	-60	2	-0.432973
38538.14199	3.4995155	2	8	1	1	1	2	1	2	-65	1	-0.5829453
38541.64984	3.5161753	2	9	1	1	2	1	3	1	-20	2	-0.5972734
38545.17433	3.5078313	2	10	1	2	2	2	3	2	-60	2	-0.2246182
38548.69051	3.5161127	2	11	1	1	2	1	1	1	-25	1	-0.4389479
38552.21501	3.5077751	2	12	1	2	2	2	5	2	-65	2	-0.6246046
38555.73111	3.5078496	2	13	1	2	2	1	1	2	-20	2	-0.3246519
38559.24729	3.5078015	2	14	1	2	1	1	1	2	-25	2	-0.4329266
38562.76345	3.5077895	2	15	1	2	2	1	3	1	-30	2	-0.8662966
38566.27958	3.5078371	2	16	1	1	2	1	4	1	-35	1	-1.0662442
38569.79575	3.5078105	2	17	1	1	2	1	2	1	-30	1	-0.6498138
38573.31191	3.5078193	2	18	1	1	2	2	4	1	-70	2	-0.7412613
38576.82807	3.5077772	2	19	1	2	2	2	5	2	-75	2	-0.7163333
38580.34421	3.5079027	2	20	1	1	2	2	1	2	-80	1	-0.9075106
38583.86039	3.5078077	2	21	1	1	1	2	1	1	-75	1	-0.924264
38587.37671	3.5076436	2	22	1	2	1	2	3	2	-70	2	-0.7412156
38590.89288	3.5326227	2	23	1	2	1	2	3	1	-75	2	-0.832408
38594.43383	3.5161468	2	24	1	1	1	2	1	1	-80	1	-0.6996669
38597.9583	3.507832	2	25	1	2	2	1	4	1	-25	2	-0.383001
38601.47457	3.5077309	2	26	1	1	1	2	2	1	-75	1	-0.774625
38604.99063	3.5828102	2	27	1	2	1	2	5	2	-70	2	-0.9331495
38608.58185	3.50774	2	28	1	2	1	2	4	2	-75	2	-0.649082
38612.09794	3.5077903	2	29	1	2	2	1	2	1	-30	2	-0.3664413
38615.61406	3.5078399	2	30	1	2	1	1	1	2	-35	2	-0.5163479
38619.13022	3.5078375	2	31	1	2	2	1	3	2	-40	2	-0.2663493
38622.64651	3.5077752	2	32	1	2	2	2	5	2	-80	2	0.5420139
38626.16256	3.5078135	2	33	1	2	2	2	3	1	-85	1	0.675009
38629.67884	3.5076471	2	34	1	2	1	2	4	1	-80	1	0.3918504
38633.19485	3.5078371	2	35	1	2	2	1	1	1	-45	1	0.5001616
38636.71102	3.5828164	2	36	1	1	2	2	5	1	-75	1	-0.108234
38640.30222	3.5077602	2	37	1	1	2	1	5	2	-40	1	-0.2079967
38643.81842	3.5077005	2	38	1	1	1	1	3	2	-35	1	0.0751905
38647.33444	3.4995167	2	39	1	2	1	2	5	2	-70	1	0.3751764
38650.84229	3.5078061	2	40	1	2	1	2	3	2	-65	1	0.4584023
38654.35858	3.8826415	2	41	1	2	2	1	5	1	-30	2	0.0752447
38658.25789	3.5078236	2	42	1	1	2	1	5	1	-35	2	-0.1497379
38661.77403	3.507822	2	43	1	2	1	2	2	2	-60	1	-0.5748089
38665.2902	3.5078135	2	44	1	1	1	1	1	1	-40	2	-0.7246792
