,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,40905.22099,3.9410843,1,1,1,2,2,1,1,2,-15,2,-0.7315212,167039.0,170980.0,169257.0,0.0,169257.0,0.0,167989.0,169980.0,167989.0,170980.0,169987.0,170981.0,3941.0,950.0,2991.0,994.0,1991.0,-730.0
1,40909.17041,3.5161557,1,2,1,2,1,2,5,1,-65,1,-0.4744599,170987.0,174505.0,173039.0,173039.0,0.0,0.0,171513.0,173504.0,171514.0,174505.0,173511.0,174505.0,3518.0,527.0,2991.0,994.0,1991.0,-472.0
2,40912.6949,3.5078186,1,3,1,1,1,1,3,2,-20,1,-0.4911878,174511.0,178020.0,176538.0,176538.0,0.0,0.0,175030.0,177021.0,175030.0,178020.0,177027.0,178020.0,3509.0,519.0,2990.0,993.0,1991.0,-489.0
3,40916.21105,3.5078331,1,4,1,2,1,2,2,1,-60,1,-1.2576906,178027.0,181537.0,179288.0,179288.0,0.0,0.0,178546.0,180537.0,178546.0,181537.0,180544.0,181537.0,3510.0,519.0,2991.0,993.0,1991.0,-1256.0
4,40919.7356,3.5161331,1,5,1,2,1,2,1,2,-55,1,-1.2404932,181554.0,185070.0,182838.0,182838.0,0.0,0.0,182078.0,184070.0,182079.0,185071.0,184077.0,185072.0,3516.0,525.0,2992.0,995.0,1992.0,-1239.0
5,40923.26836,3.5161823,1,6,1,2,2,2,5,2,-50,1,-0.9987744,185086.0,188602.0,186612.0,186612.0,0.0,0.0,185612.0,187603.0,185612.0,188602.0,187609.0,188603.0,3516.0,526.0,2990.0,994.0,1991.0,-997.0
6,40926.79286,3.5079068,1,7,1,2,1,2,3,2,-45,1,-1.3328669,188609.0,192118.0,189795.0,189795.0,0.0,0.0,189127.0,191119.0,189127.0,192119.0,191125.0,192119.0,3509.0,518.0,2992.0,994.0,1992.0,-1330.0
7,40930.30901,3.5078279,1,8,1,2,2,1,1,2,-15,2,-1.3742842,192125.0,195635.0,193269.0,0.0,193269.0,0.0,192643.0,194634.0,192643.0,195635.0,194641.0,195635.0,3510.0,518.0,2992.0,994.0,1991.0,-1372.0
8,40933.82517,3.5078132,1,9,1,1,1,2,3,1,-40,1,-0.9414335,195641.0,199151.0,197218.0,197218.0,0.0,0.0,196159.0,198151.0,196159.0,199151.0,198158.0,199151.0,3510.0,518.0,2992.0,993.0,1992.0,-940.0
9,40937.34147,3.5077649,1,10,1,2,2,2,5,1,-35,1,-0.54982,199157.0,202667.0,201126.0,201126.0,0.0,0.0,199676.0,201667.0,199676.0,202667.0,201674.0,202667.0,3510.0,519.0,2991.0,993.0,1991.0,-548.0
10,40940.85749,3.5078078,1,11,1,2,2,2,2,1,-30,2,-1.0661934,202674.0,206183.0,204126.0,0.0,204126.0,0.0,203192.0,205183.0,203192.0,206183.0,205190.0,206183.0,3509.0,518.0,2991.0,993.0,1991.0,-1064.0
11,40944.37363,3.5079527,1,12,1,1,2,1,5,1,-20,2,-0.3993515,206190.0,209699.0,208309.0,0.0,208309.0,0.0,206708.0,208699.0,206708.0,209699.0,208706.0,209699.0,3509.0,518.0,2991.0,993.0,1991.0,-397.0
12,40947.88977,3.5078219,1,13,1,2,2,2,1,1,-35,1,-0.7412674,209706.0,213215.0,211482.0,211482.0,0.0,0.0,210224.0,212216.0,210224.0,213215.0,212222.0,213215.0,3509.0,518.0,2991.0,993.0,1992.0,-740.0
13,40951.40592,3.5078005,1,14,1,1,2,2,4,2,-30,2,-1.1487612,213222.0,216732.0,214592.0,0.0,214592.0,0.0,213740.0,215732.0,213740.0,216732.0,215738.0,216732.0,3510.0,518.0,2992.0,994.0,1992.0,-1146.0
14,40954.92221,3.5076902,1,15,1,1,2,2,3,2,-35,2,-0.5495036,216738.0,220248.0,218707.0,0.0,218707.0,0.0,217256.0,219247.0,217256.0,220248.0,219254.0,220248.0,3510.0,518.0,2992.0,994.0,1991.0,-547.0
15,40958.4383,3.5077521,1,16,1,2,2,1,2,2,-25,2,-1.233039,220254.0,223764.0,221539.0,0.0,221539.0,0.0,220773.0,222764.0,220773.0,223764.0,222771.0,223764.0,3510.0,519.0,2991.0,993.0,1991.0,-1232.0
16,40961.9544,3.6327805,1,17,1,1,2,2,2,1,-40,1,-1.0995194,223770.0,227404.0,225313.0,225313.0,0.0,0.0,224414.0,226405.0,224414.0,227404.0,226412.0,227404.0,3634.0,644.0,2990.0,992.0,1991.0,-1099.0
17,40965.59552,3.5078376,1,18,1,1,2,1,1,2,-30,2,-0.6413473,227411.0,230921.0,229288.0,0.0,229288.0,0.0,227930.0,229921.0,227930.0,230921.0,229928.0,230921.0,3510.0,519.0,2991.0,993.0,1991.0,-640.0
18,40969.11169,3.5078108,1,19,1,2,1,1,5,1,-35,2,-0.6748445,230928.0,234437.0,232771.0,0.0,232771.0,0.0,231445.0,233437.0,231445.0,234437.0,233444.0,234437.0,3509.0,517.0,2992.0,993.0,1992.0,-673.0
19,40972.62783,3.5078211,1,20,1,1,1,2,2,2,-35,1,-1.0579715,234444.0,237953.0,235903.0,235903.0,0.0,0.0,234962.0,236954.0,234962.0,237953.0,236960.0,237953.0,3509.0,518.0,2991.0,993.0,1992.0,-1057.0
20,40976.14399,3.5078282,1,21,1,1,1,2,3,1,-30,2,-0.6580341,237960.0,241470.0,239819.0,0.0,239819.0,0.0,238478.0,240469.0,238478.0,241470.0,240476.0,241470.0,3510.0,518.0,2992.0,994.0,1991.0,-657.0
21,40979.66017,3.5078092,1,22,1,1,1,2,2,1,-35,2,-0.8412971,241476.0,244986.0,243153.0,0.0,243153.0,0.0,241994.0,243985.0,241994.0,244986.0,243992.0,244986.0,3510.0,518.0,2992.0,994.0,1991.0,-839.0
22,40983.17631,3.5078193,1,23,1,1,2,2,3,2,-40,1,-1.3912218,244992.0,248501.0,246119.0,246119.0,0.0,0.0,245511.0,247502.0,245511.0,248501.0,247508.0,248502.0,3509.0,519.0,2990.0,994.0,1991.0,-1389.0
23,40986.6926,3.9326063,1,24,1,2,1,2,4,2,-35,1,-0.5829757,248509.0,252442.0,250868.0,250868.0,0.0,0.0,249452.0,251443.0,249452.0,252442.0,251450.0,252442.0,3933.0,943.0,2990.0,992.0,1991.0,-582.0
24,40990.63354,3.5078395,1,25,1,2,1,2,3,2,-30,1,-1.2080908,252449.0,255959.0,253760.0,253760.0,0.0,0.0,252968.0,254959.0,252968.0,255959.0,254966.0,255959.0,3510.0,519.0,2991.0,993.0,1991.0,-1206.0
25,40994.14971,3.5078242,1,26,1,2,1,2,1,1,-25,1,-1.3076911,255966.0,259475.0,257176.0,257176.0,0.0,0.0,256483.0,258475.0,256483.0,259475.0,258482.0,259475.0,3509.0,517.0,2992.0,993.0,1992.0,-1306.0
