,angle_test,report_right_prct,report_right_num
0,-65,0.0,2.0
1,-60,0.0,2.0
2,-55,0.0,2.0
3,-50,0.0,2.0
4,-45,0.0,3.0
5,-40,0.05263157894736842,19.0
6,-35,0.32653061224489793,49.0
7,-30,0.6,55.0
8,-25,0.6111111111111112,36.0
9,-20,0.8,20.0
10,-15,0.8571428571428571,7.0
11,-10,0.5,2.0
12,-5,1.0,1.0
