,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,16590.17634,3.7994203,1,1,1,2,2,1,2,1,-15,n/a,n/a,1036867.0,1040668.0,0.0,0.0,0.0,0.0,1037668.0,1039668.0,1037668.0,1040668.0,1039675.0,1040669.0,3801.0,801.0,3000.0,994.0,2000.0,-1039675.0
1,16593.98408,3.9994172,1,2,1,2,2,1,3,1,-15,1.0,0.0338905,1040675.0,1044676.0,1043717.0,1043717.0,0.0,0.0,1041684.0,1043675.0,1041685.0,1044676.0,1043682.0,1044676.0,4001.0,1010.0,2991.0,994.0,1991.0,35.0
2,16623.24648,3.782819,1,3,1,2,2,1,4,1,-10,n/a,n/a,1069937.0,1073721.0,0.0,0.0,0.0,0.0,1070730.0,1072721.0,1070730.0,1073721.0,1072728.0,1073721.0,3784.0,793.0,2991.0,993.0,1991.0,-1072728.0
3,16627.03763,3.9994162,1,4,1,1,2,1,4,2,-10,1.0,0.9084907,1073728.0,1077729.0,1077646.0,1077646.0,0.0,0.0,1074737.0,1076729.0,1074737.0,1077729.0,1076736.0,1077729.0,4001.0,1009.0,2992.0,993.0,1992.0,910.0
4,16651.13417,3.6744523,1,5,1,1,2,1,2,1,-5,n/a,n/a,1097824.0,1101500.0,0.0,0.0,0.0,0.0,1098510.0,1100501.0,1098511.0,1101501.0,1100507.0,1101502.0,3676.0,687.0,2990.0,995.0,1991.0,-1100507.0
5,16654.82546,3.507856681,1,6,1,2,2,2,3,2,-65,1.0,0.9751998,1101517.0,1105025.0,1105009.0,1105009.0,0.0,0.0,1102034.0,1104025.0,1102034.0,1105025.0,1104032.0,1105025.0,3508.0,517.0,2991.0,993.0,1991.0,977.0
6,16658.34143,3.507935,1,7,1,1,2,1,5,2,-5,2.0,-0.5328901,1105031.0,1108541.0,1107017.0,0.0,1107017.0,0.0,1105549.0,1107540.0,1105549.0,1108541.0,1107548.0,1108541.0,3510.0,518.0,2992.0,993.0,1991.0,-531.0
7,16661.85758,3.5078088,1,8,1,1,2,1,5,1,-10,2.0,-0.0988182,1108547.0,1112057.0,1110967.0,0.0,1110967.0,0.0,1109066.0,1111057.0,1109066.0,1112057.0,1111064.0,1112057.0,3510.0,519.0,2991.0,993.0,1991.0,-97.0
8,16665.37372,3.4994902,1,9,1,2,2,1,5,1,-15,2.0,0.0840224,1112064.0,1115565.0,1114657.0,0.0,1114657.0,0.0,1112573.0,1114565.0,1112573.0,1115565.0,1114572.0,1115565.0,3501.0,509.0,2992.0,993.0,1992.0,85.0
9,16668.88155,3.5078238,1,10,1,2,1,1,5,1,-20,n/a,n/a,1115571.0,1119081.0,0.0,0.0,0.0,0.0,1116089.0,1118081.0,1116089.0,1119081.0,1118088.0,1119081.0,3510.0,518.0,2992.0,993.0,1992.0,-1118088.0
10,16672.39771,3.5078103,1,11,1,1,1,1,3,2,-20,n/a,n/a,1119087.0,1122597.0,0.0,0.0,0.0,0.0,1119606.0,1121597.0,1119606.0,1122597.0,1121604.0,1122597.0,3510.0,519.0,2991.0,993.0,1991.0,-1121604.0
11,16675.91388,3.5077798,1,12,1,2,1,2,1,2,-60,2.0,-0.6741458,1122604.0,1126113.0,1124447.0,0.0,1124447.0,0.0,1123122.0,1125113.0,1123122.0,1126114.0,1125120.0,1126114.0,3509.0,518.0,2992.0,994.0,1991.0,-673.0
12,16679.43001,3.5078766,1,13,1,1,2,1,3,1,-20,n/a,n/a,1126120.0,1129630.0,0.0,0.0,0.0,0.0,1126638.0,1128629.0,1126638.0,1129630.0,1128636.0,1129630.0,3510.0,518.0,2992.0,994.0,1991.0,-1128636.0
13,16682.94617,3.5078493,1,14,1,2,2,1,5,1,-20,1.0,0.4337742,1129636.0,1133145.0,1132587.0,1132587.0,0.0,0.0,1130154.0,1132146.0,1130154.0,1133145.0,1132152.0,1133145.0,3509.0,518.0,2991.0,993.0,1992.0,435.0
14,16686.46234,3.5078389,1,15,1,1,2,2,1,1,-65,1.0,-0.3405573,1133152.0,1136661.0,1135330.0,1135330.0,0.0,0.0,1133670.0,1135662.0,1133670.0,1136661.0,1135668.0,1136661.0,3509.0,518.0,2991.0,993.0,1992.0,-338.0
15,16689.97851,3.5078289,1,16,1,1,2,1,4,1,-15,2.0,-0.5324196,1136668.0,1140178.0,1138654.0,0.0,1138654.0,0.0,1137186.0,1139178.0,1137186.0,1140178.0,1139185.0,1140178.0,3510.0,518.0,2992.0,993.0,1992.0,-531.0
16,16693.49467,3.5079611,1,17,1,1,1,1,1,1,-20,n/a,n/a,1140184.0,1143694.0,0.0,0.0,0.0,0.0,1140702.0,1142693.0,1140702.0,1143694.0,1142701.0,1143694.0,3510.0,518.0,2992.0,993.0,1991.0,-1142701.0
17,16697.01081,3.5079528,1,18,1,1,1,1,5,1,-20,2.0,-0.1247083,1143700.0,1147210.0,1146094.0,0.0,1146094.0,0.0,1144219.0,1146210.0,1144219.0,1147210.0,1146217.0,1147210.0,3510.0,519.0,2991.0,993.0,1991.0,-123.0
18,16700.52699,3.5078223,1,19,1,1,2,1,2,1,-25,2.0,0.7423971,1147217.0,1150725.0,1150478.0,0.0,1150478.0,0.0,1147735.0,1149726.0,1147735.0,1150726.0,1149733.0,1150726.0,3508.0,518.0,2991.0,993.0,1991.0,745.0
19,16704.04314,3.5078282,1,20,1,2,1,2,2,1,-60,2.0,-0.7577727,1150733.0,1154242.0,1152493.0,0.0,1152493.0,0.0,1151251.0,1153242.0,1151251.0,1154242.0,1153249.0,1154242.0,3509.0,518.0,2991.0,993.0,1991.0,-756.0
20,16707.5593,3.5078347,1,21,1,2,1,2,5,2,-65,2.0,-0.9331202254,1154249.0,1157758.0,1155834.0,0.0,1155834.0,0.0,1154767.0,1156759.0,1154767.0,1157758.0,1156765.0,1157758.0,3509.0,518.0,2991.0,993.0,1992.0,-931.0
21,16711.07554,3.5077404,1,22,1,2,1,1,4,1,-30,1.0,-0.8912771,1157765.0,1161274.0,1159391.0,1159391.0,0.0,0.0,1158283.0,1160275.0,1158283.0,1161275.0,1160281.0,1161275.0,3509.0,518.0,2992.0,994.0,1992.0,-890.0
22,16714.59161,3.9994236,1,23,1,2,2,2,5,1,-70,1.0,-0.8828846,1161281.0,1165282.0,1163407.0,1163407.0,0.0,0.0,1162291.0,1164282.0,1162291.0,1165283.0,1164289.0,1165283.0,4001.0,1010.0,2992.0,994.0,1991.0,-882.0
23,16718.59935,3.5080078,1,24,1,2,1,1,2,2,-25,1.0,-0.2830358,1165289.0,1168799.0,1167523.0,1167523.0,0.0,0.0,1165807.0,1167798.0,1165807.0,1168799.0,1167805.0,1168799.0,3510.0,518.0,2992.0,994.0,1991.0,-282.0
24,16722.11567,3.8161305,1,25,1,2,2,1,5,1,-20,2.0,-0.1080689,1168805.0,1172623.0,1171524.0,0.0,1171524.0,0.0,1169631.0,1171622.0,1169632.0,1172623.0,1171630.0,1172623.0,3818.0,827.0,2991.0,993.0,1991.0,-106.0
25,16725.93998,3.5078249,1,26,1,2,1,2,4,2,-65,1.0,-0.8247016,1172629.0,1176139.0,1174323.0,1174323.0,0.0,0.0,1173148.0,1175140.0,1173148.0,1176139.0,1175146.0,1176139.0,3510.0,519.0,2991.0,993.0,1992.0,-823.0
26,16729.45614,3.5078259,1,27,1,2,1,2,4,1,-60,2.0,0.1168284,1176146.0,1179655.0,1178780.0,0.0,1178780.0,0.0,1176664.0,1178655.0,1176664.0,1179655.0,1178662.0,1179655.0,3509.0,518.0,2991.0,993.0,1991.0,118.0
27,16732.97231,3.507812,1,28,1,1,1,1,3,2,-25,1.0,0.8418332,1179662.0,1183171.0,1183022.0,1183022.0,0.0,0.0,1180180.0,1182171.0,1180180.0,1183171.0,1182178.0,1183171.0,3509.0,518.0,2991.0,993.0,1991.0,844.0
28,16736.48849,3.50782,1,29,1,2,1,2,3,1,-65,1.0,0.4753395,1183178.0,1186687.0,1186171.0,1186171.0,0.0,0.0,1183697.0,1185688.0,1183697.0,1186687.0,1185695.0,1186687.0,3509.0,519.0,2990.0,992.0,1991.0,476.0
29,16740.00464,3.5077726,1,30,1,2,1,1,1,1,-20,1.0,0.2337998,1186694.0,1190204.0,1189446.0,1189446.0,0.0,0.0,1187212.0,1189204.0,1187212.0,1190204.0,1189211.0,1190204.0,3510.0,518.0,2992.0,993.0,1992.0,235.0
30,16743.5209,3.5076978,1,31,1,2,2,1,3,2,-15,2.0,-0.0242988,1190210.0,1193720.0,1192704.0,0.0,1192704.0,0.0,1190728.0,1192719.0,1190728.0,1193720.0,1192726.0,1193720.0,3510.0,518.0,2992.0,994.0,1991.0,-22.0
31,16747.03694,3.5078284,1,32,1,2,1,1,2,1,-20,2.0,-0.01643,1193726.0,1197236.0,1196228.0,0.0,1196228.0,0.0,1194245.0,1196234.0,1194245.0,1197236.0,1196244.0,1197236.0,3510.0,519.0,2991.0,992.0,1989.0,-16.0
32,16750.55309,3.5078446,1,33,1,2,2,1,2,2,-25,1.0,-0.4830253,1197242.0,1200751.0,1199277.0,1199277.0,0.0,0.0,1197761.0,1199752.0,1197761.0,1200751.0,1199759.0,1200752.0,3509.0,519.0,2990.0,993.0,1991.0,-482.0
33,16754.06926,3.9994104,1,34,1,1,1,1,2,2,-20,1.0,0.5167548,1200759.0,1204759.0,1204285.0,1204285.0,0.0,0.0,1201768.0,1203760.0,1201768.0,1204759.0,1203767.0,1204760.0,4000.0,1009.0,2991.0,993.0,1992.0,518.0
34,16758.07701,3.5077959,1,35,1,1,1,2,1,2,-60,n/a,n/a,1204766.0,1208276.0,0.0,0.0,0.0,0.0,1205284.0,1207276.0,1205284.0,1208276.0,1207283.0,1208276.0,3510.0,518.0,2992.0,993.0,1992.0,-1207283.0
35,16761.5933,3.5076833,1,36,1,2,1,1,1,2,-15,n/a,n/a,1208283.0,1211792.0,0.0,0.0,0.0,0.0,1208800.0,1210792.0,1208801.0,1211792.0,1210799.0,1211792.0,3509.0,518.0,2991.0,993.0,1992.0,-1210799.0
36,16765.10931,3.5078231,1,37,1,2,1,1,2,2,-15,1.0,-1.8495071,1211799.0,1215308.0,1212467.0,1212467.0,0.0,0.0,1212317.0,1214308.0,1212317.0,1215308.0,1214315.0,1215308.0,3509.0,518.0,2991.0,993.0,1991.0,-1848.0
37,16768.62546,3.5079727,1,38,1,1,2,2,5,2,-60,2.0,-1.6412082,1215315.0,1218825.0,1216191.0,0.0,1216191.0,0.0,1215833.0,1217824.0,1215833.0,1218825.0,1217831.0,1218825.0,3510.0,518.0,2992.0,994.0,1991.0,-1640.0
38,16772.14166,3.5078689,1,39,1,2,1,1,3,1,-10,n/a,n/a,1218831.0,1222340.0,0.0,0.0,0.0,0.0,1219349.0,1221340.0,1219349.0,1222340.0,1221347.0,1222340.0,3509.0,518.0,2991.0,993.0,1991.0,-1221347.0
