,angle_test,report_right_prct,report_right_num
0,-70,0.0,1.0
1,-65,0.14285714285714285,7.0
2,-60,0.5714285714285714,7.0
3,-55,0.0,2.0
4,-50,0.0,2.0
5,-45,0.0,2.0
6,-40,0.0,2.0
7,-35,0.0,7.0
8,-30,0.13333333333333333,15.0
9,-25,0.28125,32.0
10,-20,0.37142857142857144,35.0
11,-15,0.43243243243243246,37.0
12,-10,0.5882352941176471,17.0
13,-5,0.6666666666666666,6.0
14,0,0.0,2.0
15,5,0.16666666666666666,6.0
16,10,0.4,5.0
17,15,0.5,4.0
18,20,0.5,4.0
19,25,0.4,5.0
20,30,1.0,2.0
