onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
36504.52845	3.699288419	1	1	2	1	1	2	2	2	-16.53846154	n/a	n/a
36508.23607	3.7745368	1	2	2	1	1	2	1	2	-16.53846154	n/a	n/a
36512.01896	3.6745783	1	3	2	1	1	1	1	1	-16.53846154	n/a	n/a
36515.70187	3.5078973	1	4	2	1	2	2	2	1	-16.53846154	n/a	n/a
36519.2181	3.7830019	1	5	2	1	1	2	3	1	-16.53846154	n/a	n/a
36523.01763	3.5078856	1	6	2	1	2	1	3	1	-16.53846154	n/a	n/a
36526.53386	3.791253	1	7	2	2	1	1	5	2	-16.53846154	n/a	n/a
36530.33343	3.6578565	1	8	2	1	1	2	2	2	-16.53846154	n/a	n/a
36533.99962	3.632883	1	9	2	2	1	2	4	2	-16.53846154	n/a	n/a
36537.64083	3.6661963	1	10	2	1	2	1	1	1	-16.53846154	n/a	n/a
36541.31536	3.7245658	1	11	2	2	1	1	1	1	-16.53846154	n/a	n/a
36545.04826	3.6745464	1	12	2	2	2	2	2	1	-16.53846154	n/a	n/a
36548.73114	3.7245453	1	13	2	1	2	1	2	1	-16.53846154	n/a	n/a
36552.464	3.5078938	1	14	2	1	2	2	4	2	-16.53846154	n/a	n/a
36555.9803	3.5078324	1	15	2	2	2	1	1	1	-16.53846154	n/a	n/a
36559.49647	3.6578583	1	16	2	1	2	1	3	2	-16.53846154	n/a	n/a
36563.16268	3.5412466	1	17	2	1	2	2	4	1	-16.53846154	n/a	n/a
36566.71226	3.5078854	1	18	2	1	1	2	2	1	-16.53846154	n/a	n/a
36570.22847	3.4995837	1	19	2	1	1	1	2	2	-16.53846154	n/a	n/a
36573.74473	3.4995599	1	20	2	1	1	2	3	2	-16.53846154	n/a	n/a
36577.25259	3.6662213	1	21	2	2	2	1	2	1	-16.53846154	n/a	n/a
36580.92714	3.508057	1	22	2	2	2	1	2	2	-16.53846154	n/a	n/a
36584.44339	3.507896	1	23	2	2	2	2	4	1	-16.53846154	n/a	n/a
36587.95961	3.5078964	1	24	2	1	2	2	4	2	-16.53846154	n/a	n/a
36591.47584	3.6663726	1	25	2	1	1	1	4	1	-16.53846154	n/a	n/a
36595.15038	3.4995543	1	26	2	2	1	2	2	1	-16.53846154	n/a	n/a
36598.66661	3.5078918	1	27	2	2	2	1	5	2	-16.53846154	n/a	n/a
36602.18297	3.6493726	1	28	2	2	2	1	3	1	-16.53846154	n/a	n/a
36605.84069	3.5079	1	29	2	2	2	1	3	2	-16.53846154	n/a	n/a
36609.35693	3.5079907	1	30	2	2	2	2	3	1	-16.53846154	n/a	n/a
36612.87315	3.5079055	1	31	2	2	2	1	1	1	-16.53846154	n/a	n/a
36616.38939	3.657818	1	32	2	2	1	2	1	2	-16.53846154	n/a	n/a
36620.05556	3.5077972	1	33	2	2	1	1	2	2	-16.53846154	n/a	n/a
36623.57171	3.62446	1	34	2	2	2	1	2	2	-16.53846154	n/a	n/a
36627.2045	3.6994449	1	35	2	1	1	2	2	2	-16.53846154	n/a	n/a
36630.91229	3.7244279	1	36	2	1	1	1	4	2	-16.53846154	n/a	n/a
36634.64506	3.5079351	1	37	2	1	1	1	5	1	-16.53846154	n/a	n/a
36638.16122	3.7077763	1	38	2	1	1	1	5	2	-16.53846154	n/a	n/a
36641.87733	3.5078019	1	39	2	2	2	1	3	2	-16.53846154	n/a	n/a
36645.39348	3.674551	1	40	2	1	1	1	2	2	-16.53846154	n/a	n/a
36649.07629	3.5077889	1	41	2	2	1	1	2	2	-16.53846154	n/a	n/a
36652.59242	3.5078039	1	42	2	2	1	2	1	1	-16.53846154	n/a	n/a
36656.10856	3.507832	1	43	2	1	2	1	1	1	-16.53846154	n/a	n/a
36659.62472	3.5078209	1	44	2	1	1	1	4	2	-16.53846154	n/a	n/a
36663.14096	3.5077506	1	45	2	1	1	2	2	2	-16.53846154	n/a	n/a
36666.65704	3.5078191	1	46	2	2	2	2	4	1	-16.53846154	n/a	n/a
36670.17324	3.5077703	1	47	2	2	2	2	2	1	-16.53846154	n/a	n/a
36673.68933	3.50779	1	48	2	1	1	1	3	1	-16.53846154	n/a	n/a
36677.20548	3.5161777	1	49	2	1	2	2	2	1	-16.53846154	n/a	n/a
36680.72998	3.5078072	1	50	2	2	1	1	3	1	-16.53846154	n/a	n/a
36684.24612	3.5078852	1	51	2	1	2	1	4	2	-16.53846154	n/a	n/a
36687.76226	3.5077954	1	52	2	2	2	2	5	1	-16.53846154	n/a	n/a
36691.27854	3.6910123	1	53	2	2	1	1	2	2	-16.53846154	n/a	n/a
36694.97789	3.5994698	1	54	2	2	2	1	2	2	-16.53846154	n/a	n/a
36698.58569	3.5078194	1	55	2	2	1	1	4	1	-16.53846154	n/a	n/a
36702.10184	3.5077983	1	56	2	2	2	1	4	2	-16.53846154	n/a	n/a
36705.61797	3.5079633	1	57	2	1	1	1	1	2	-16.53846154	n/a	n/a
36709.13418	3.6577669	1	58	2	2	1	1	3	2	-16.53846154	n/a	n/a
36712.80026	3.5078329	1	59	2	1	2	2	4	1	-16.53846154	n/a	n/a
36716.31643	3.6744777	1	60	2	1	2	1	4	1	-16.53846154	n/a	n/a
36719.99924	3.9411658	1	61	2	2	1	2	2	1	-16.53846154	n/a	n/a
36723.96533	3.5078005	1	62	2	2	1	1	1	2	-16.53846154	n/a	n/a
36727.48145	3.5078126	1	63	2	1	2	2	4	2	-16.53846154	n/a	n/a
36730.9976	3.507837	1	64	2	1	1	1	2	2	-16.53846154	n/a	n/a
36734.51377	3.5078172	1	65	2	2	1	1	5	2	-16.53846154	n/a	n/a
36738.02992	3.6911261	1	66	2	2	1	2	2	1	-16.53846154	n/a	n/a
36741.72947	3.5077054	1	67	2	1	1	2	3	2	-16.53846154	n/a	n/a
36745.24554	3.6494382	1	68	2	1	2	1	2	1	-16.53846154	n/a	n/a
36748.90331	3.5495016	1	69	2	1	1	2	4	1	-16.53846154	n/a	n/a
36752.46114	3.5078072	1	70	2	2	1	1	5	1	-16.53846154	n/a	n/a
36755.97739	3.5077091	1	71	2	2	2	2	5	2	-16.53846154	n/a	n/a
36759.49344	3.6994529	1	72	2	1	2	2	4	2	-16.53846154	n/a	n/a
36763.2012	3.6328336	1	73	2	2	1	1	5	2	-16.53846154	n/a	n/a
36766.84237	3.6579696	1	74	2	2	1	2	1	2	-16.53846154	n/a	n/a
36770.50864	3.507693	1	75	2	2	1	1	3	1	-16.53846154	n/a	n/a
36774.02467	3.5077964	1	76	2	2	1	2	2	1	-16.53846154	n/a	n/a
36777.5408	3.774459	1	77	2	1	2	1	3	2	-16.53846154	n/a	n/a
36781.32357	3.6827954	1	78	2	1	1	2	4	2	-16.53846154	n/a	n/a
36785.02306	3.5244686	1	79	2	2	1	2	5	2	-16.53846154	n/a	n/a
36788.55586	3.6911009	1	80	2	2	1	1	2	1	-16.53846154	n/a	n/a
36792.2553	3.6578229	1	81	2	2	2	1	4	2	-16.53846154	n/a	n/a
36795.92145	3.7827755	1	82	2	2	2	1	1	1	-16.53846154	n/a	n/a
36799.71255	3.5078317	1	83	2	2	2	2	3	2	-16.53846154	n/a	n/a
36803.22871	3.5079035	1	84	2	1	2	2	2	1	-16.53846154	n/a	n/a
36806.7449	3.5077833	1	85	2	1	2	2	5	1	-16.53846154	n/a	n/a
36810.2612	3.5076294	1	86	2	1	2	1	3	2	-16.53846154	n/a	n/a
36813.77725	3.5077541	1	87	2	2	2	2	3	2	-16.53846154	n/a	n/a
36817.29344	3.6576987	1	88	2	2	1	1	4	1	-16.53846154	n/a	n/a
36820.95946	3.9994033	1	89	2	2	2	2	2	2	-16.53846154	n/a	n/a
36824.9672	3.6327816	1	90	2	2	2	1	3	1	-16.53846154	n/a	n/a
36828.60848	3.657663	1	91	2	1	1	1	1	2	-16.53846154	n/a	n/a
36832.27448	3.5078059	1	92	2	1	1	2	2	2	-16.53846154	n/a	n/a
36835.79062	3.5078386	1	93	2	2	1	1	2	1	-16.53846154	n/a	n/a
36839.30683	3.6660861	1	94	2	2	1	2	2	1	-16.53846154	n/a	n/a
36842.98126	3.5411573	1	95	2	2	2	2	4	2	-16.53846154	n/a	n/a
36846.53073	3.6827953	1	96	2	2	2	2	4	2	-16.53846154	n/a	n/a
36850.22198	3.5660251	1	97	2	2	2	1	2	1	-16.53846154	n/a	n/a
36853.79631	3.6994681	1	98	2	2	2	1	1	2	-16.53846154	n/a	n/a
36857.50412	3.5078408	1	99	2	1	2	2	4	1	-16.53846154	n/a	n/a
36861.02029	3.6661187	1	100	2	1	1	1	3	2	-16.53846154	n/a	n/a
