,angle_test,report_right_prct,report_right_num
0,-120,0.0,6.0
1,-115,0.35294117647058826,17.0
2,-110,0.46153846153846156,26.0
3,-105,0.7894736842105263,19.0
4,-100,0.8571428571428571,7.0
5,-95,1.0,3.0
6,-90,1.0,2.0
7,-85,1.0,2.0
8,-80,1.0,2.0
9,-75,1.0,2.0
10,-70,1.0,2.0
11,-65,0.4,5.0
12,-60,1.0,2.0
13,-15,0.0,4.0
14,-10,0.0,3.0
15,-5,0.023255813953488372,43.0
16,0,0.8913043478260869,46.0
17,5,0.7142857142857143,7.0
18,10,1.0,2.0
