onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
2516.119222	3.5410982	1	1	1	2	2	1	2	2	-15	n/a	n/a
2519.677113	3.507698	1	2	1	1	2	1	1	1	-15	n/a	n/a
2523.193274	3.5077104	1	3	1	1	2	2	5	1	-65	1	-1.1325339
2526.709317	3.5078268	1	4	1	1	1	1	2	2	-15	1	-0.6328001
2530.225457	3.5161687	1	5	1	2	1	2	5	2	-60	2	-1.1910817
2533.75829	3.5078469	1	6	1	2	2	2	4	1	-65	1	-0.8994246
2537.274671	3.507614744	1	7	1	2	1	1	3	2	-10	1	-0.8904823
2540.790601	3.5078489	1	8	1	1	1	1	3	1	-5	1	-0.3572332
2544.306773	3.5078048	1	9	1	1	1	1	4	1	0	2	-0.8910241
2547.822931	3.5078127	1	10	1	1	2	2	5	1	-60	2	-0.916086
2551.339077	3.507808	1	11	1	2	2	1	2	1	-5	1	-1.1161912
2554.855236	3.507858	1	12	1	1	2	1	4	2	0	2	-0.8246183
2558.371425	3.5078304	1	13	1	1	1	1	4	2	-5	1	-0.8413545
2561.89592	3.5077903	1	14	1	1	1	2	1	1	-65	2	-0.5573289
2565.41207	3.5078377	1	15	1	2	2	1	4	2	0	2	-0.3165246
2568.928232	3.507839	1	16	1	1	2	1	3	2	-5	1	-0.8829973
2572.444394	3.5078348	1	17	1	2	1	1	3	1	0	2	-1.0747665
2575.960562	3.5078321	1	18	1	2	2	1	3	1	-5	1	-0.5748444
2579.476722	3.5078334	1	19	1	1	2	1	5	2	0	2	-0.1080273
2582.99287	3.5079354	1	20	1	2	2	2	1	1	-70	2	-0.6163472
2586.509166	3.5076989	1	21	1	1	2	1	4	1	-5	1	-0.8329117
2590.025172	3.5078654	1	22	1	1	2	2	1	1	-75	2	-0.4246871
2593.541377	3.5077985	1	23	1	1	2	2	2	1	-80	2	-0.5663311
2597.057501	3.5078479	1	24	1	1	2	2	2	2	-85	2	-0.2747136
2600.573665	3.507808	1	25	1	2	1	2	2	1	-90	2	-0.4246682
2604.089832	3.5078417	1	26	1	1	1	1	3	2	0	2	-0.5663271
2607.606006	3.5078398	1	27	1	2	1	2	2	2	-95	2	-0.6830047
2611.122175	3.5077959	1	28	1	1	1	2	2	1	-100	2	-0.8075165
2614.638332	3.507817	1	29	1	2	2	1	4	1	-5	1	-0.8409253
2618.154494	3.5078324	1	30	1	2	2	1	3	1	0	2	-1.0746104
2621.670787	3.5076936	1	31	1	1	1	2	5	2	-105	2	-0.3829664
2625.186811	3.5078338	1	32	1	2	2	1	3	1	-5	1	-0.7913304
2628.702975	3.5078315	1	33	1	2	1	1	1	2	0	2	-0.5330305
2632.219138	3.5078293	1	34	1	1	2	2	2	1	-110	1	-0.5746797
2635.735307	3.5078214	1	35	1	2	1	1	4	2	-5	1	-0.5913542
2639.251605	3.5076992	1	36	1	2	2	2	1	2	-105	2	-0.3080535
2642.767638	3.5078156	1	37	1	2	1	2	5	1	-110	1	-0.2996452
2646.283777	3.5078252	1	38	1	2	1	1	5	2	0	2	-0.6664644
2649.799933	3.5078314	1	39	1	1	2	2	2	1	-105	1	-0.7163239
2653.3161	3.5078505	1	40	1	1	2	1	4	2	-5	1	-0.8162734
2656.832261	3.5078717	1	41	1	1	2	2	2	1	-100	1	-0.2580199
2660.348434	3.5078321	1	42	1	2	2	2	3	2	-95	2	-0.9412218
2663.8646	3.5078307	1	43	1	1	2	2	3	2	-100	2	-0.6996201
