onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
7053.425809	4.0076553	2	1	2	1	2	2	5	1	-32.69230769	n/a	n/a
7057.441798	3.5078426	2	2	2	2	1	2	3	2	-32.69230769	n/a	n/a
7060.957976	3.7494842	2	3	2	1	1	1	1	2	-32.69230769	n/a	n/a
7064.715774	3.5078766	2	4	2	2	1	2	1	2	-32.69230769	n/a	n/a
7068.231982	3.5161781	2	5	2	1	2	1	5	1	-32.69230769	n/a	n/a
7071.756492	3.6494959	2	6	2	1	2	2	3	2	-32.69230769	n/a	n/a
7075.414328	3.6578221	2	7	2	2	2	1	2	1	-32.69230769	n/a	n/a
7079.080478	3.5078491	2	8	2	1	2	2	5	1	-32.69230769	n/a	n/a
7082.596719	3.5077856	2	9	2	1	2	1	3	1	-32.69230769	n/a	n/a
7086.112828	3.5078716	2	10	2	2	2	1	4	2	-32.69230769	n/a	n/a
7089.629036	3.5328372	2	11	2	2	1	1	1	2	-32.69230769	n/a	n/a
7093.17032	3.5077061	2	12	2	2	2	2	3	2	-32.69230769	n/a	n/a
7096.686376	3.5078157	2	13	2	2	2	2	2	1	-32.69230769	n/a	n/a
7100.202621	3.5077665	2	14	2	2	2	1	3	2	-32.69230769	n/a	n/a
7103.718723	3.6494907	2	15	2	2	2	2	5	2	-32.69230769	n/a	n/a
7107.376682	3.5743946	2	16	2	1	2	2	1	2	-32.69230769	n/a	n/a
7110.959383	3.507848	2	17	2	1	1	1	2	2	-32.69230769	n/a	n/a
7114.475559	3.5078476	2	18	2	1	1	2	3	2	-32.69230769	n/a	n/a
7117.991913	3.5077008	2	19	2	2	2	2	4	1	-32.69230769	n/a	n/a
7121.50801	3.6827213	2	20	2	2	1	2	5	2	-32.69230769	n/a	n/a
7125.199188	3.507751	2	21	2	1	2	2	3	2	-32.69230769	n/a	n/a
7128.715278	3.7078158	2	22	2	2	1	1	4	2	-32.69230769	n/a	n/a
7132.431423	3.5079449	2	23	2	2	2	1	2	2	-32.69230769	n/a	n/a
