,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,exp_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
96,1751.246462,3.5076487,1,97,1,1,2,1,4,2,60,1.0,0.2338916,1662163.0,1665671.0,1664915.0,1664915.0,0.0,0.0,1662681.0,1664672.0,1662681.0,1665671.0,1664679.0,1665672.0,3508.0,518.0,2990.0,993.0,1991.0,236.0
97,1754.762578,3.5076884,1,98,1,2,1,1,4,2,55,2.0,0.3501247,1665679.0,1669187.0,1668547.0,0.0,1668547.0,0.0,1666197.0,1668188.0,1666197.0,1669187.0,1668195.0,1669188.0,3508.0,518.0,2990.0,993.0,1991.0,352.0
98,1758.278605,3.5078188,1,99,1,2,1,2,4,2,45,2.0,0.4000585,1669194.0,1672704.0,1672112.0,0.0,1672112.0,0.0,1669712.0,1671704.0,1669712.0,1672704.0,1671711.0,1672704.0,3510.0,518.0,2992.0,993.0,1992.0,401.0
99,1761.794759,3.5078245,1,100,1,2,2,2,5,2,50,2.0,0.3001401,1672711.0,1676220.0,1675528.0,0.0,1675528.0,0.0,1673229.0,1675220.0,1673229.0,1676220.0,1675227.0,1676220.0,3509.0,518.0,2991.0,993.0,1991.0,301.0
100,6596.940144,3.7578513,2,1,1,2,1,1,3,2,15,2.0,0.3337043,6507837.0,6511595.0,6510937.0,0.0,6510937.0,0.0,6508604.0,6510595.0,6508604.0,6511596.0,6510602.0,6511596.0,3758.0,767.0,2992.0,994.0,1991.0,335.0
101,6600.70633,3.5079066,2,2,1,2,1,2,4,1,65,1.0,0.4752736,6511602.0,6515111.0,6514595.0,6514595.0,0.0,0.0,6512120.0,6514111.0,6512121.0,6515111.0,6514118.0,6515111.0,3509.0,519.0,2990.0,993.0,1991.0,477.0
102,6604.222554,3.5079253,2,3,1,1,2,1,5,1,20,2.0,0.4087105,6515118.0,6518628.0,6518045.0,0.0,6518045.0,0.0,6515636.0,6517627.0,6515637.0,6518628.0,6517634.0,6518628.0,3510.0,519.0,2991.0,994.0,1991.0,411.0
103,6607.738809,3.5078938,2,4,1,2,1,1,3,2,25,2.0,0.0919796,6518634.0,6522144.0,6521244.0,0.0,6521244.0,0.0,6519152.0,6521143.0,6519153.0,6522144.0,6521150.0,6522144.0,3510.0,519.0,2991.0,994.0,1991.0,94.0
104,6611.255031,3.5164147,2,5,1,1,1,1,5,1,30,2.0,0.2758424,6522151.0,6525669.0,6524953.0,0.0,6524953.0,0.0,6522679.0,6524669.0,6522680.0,6525670.0,6524675.0,6525671.0,3518.0,529.0,2990.0,996.0,1990.0,278.0
105,6614.788024,3.5078334,2,6,1,1,2,2,3,2,60,1.0,0.3670804,6525685.0,6529193.0,6528568.0,6528568.0,0.0,0.0,6526202.0,6528193.0,6526202.0,6529193.0,6528200.0,6529193.0,3508.0,517.0,2991.0,993.0,1991.0,368.0
106,6618.304175,3.5162412,2,7,1,2,1,1,5,1,35,2.0,0.3774949,6529199.0,6532717.0,6532096.0,0.0,6532096.0,0.0,6529717.0,6531709.0,6529717.0,6532717.0,6531716.0,6532717.0,3518.0,518.0,3000.0,1001.0,1992.0,380.0
107,6625.919921,3.5078698,2,8,1,2,1,1,2,2,40,1.0,0.3835376,6536815.0,6540324.0,6539717.0,6539717.0,0.0,0.0,6537334.0,6539325.0,6537334.0,6540324.0,6539331.0,6540324.0,3509.0,519.0,2990.0,993.0,1991.0,386.0
108,6629.436156,3.5078862,2,9,1,1,1,1,3,1,35,1.0,0.2502179,6540331.0,6543840.0,6543100.0,6543100.0,0.0,0.0,6540849.0,6542841.0,6540849.0,6543841.0,6542848.0,6543841.0,3509.0,518.0,2992.0,993.0,1992.0,252.0
109,6632.952385,3.5079003,2,10,1,1,1,2,2,2,55,1.0,0.2508944,6543848.0,6547357.0,6546617.0,6546617.0,0.0,0.0,6544365.0,6546357.0,6544365.0,6547357.0,6546364.0,6547357.0,3509.0,517.0,2992.0,993.0,1992.0,253.0
110,6636.468619,3.5078715,2,11,1,1,2,1,4,2,30,1.0,-0.0494001,6547364.0,6550873.0,6549833.0,6549833.0,0.0,0.0,6547882.0,6549874.0,6547882.0,6550873.0,6549880.0,6550873.0,3509.0,518.0,2991.0,993.0,1992.0,-47.0
111,6639.98482,3.5079233,2,12,1,1,1,2,1,2,50,1.0,0.3668542,6550880.0,6554389.0,6553765.0,6553765.0,0.0,0.0,6551398.0,6553390.0,6551398.0,6554389.0,6553396.0,6554390.0,3509.0,518.0,2991.0,994.0,1992.0,369.0
112,6643.501052,3.5079032,2,13,1,1,2,1,3,1,25,2.0,0.3334852,6554396.0,6557906.0,6557248.0,0.0,6557248.0,0.0,6554914.0,6556906.0,6554914.0,6557906.0,6556913.0,6557906.0,3510.0,518.0,2992.0,993.0,1992.0,335.0
113,6647.017289,3.5078852,2,14,1,1,1,1,1,2,30,2.0,0.3585005,6557912.0,6561422.0,6560788.0,0.0,6560788.0,0.0,6558430.0,6560422.0,6558430.0,6561422.0,6560429.0,6561422.0,3510.0,518.0,2992.0,993.0,1992.0,359.0
114,6650.533505,3.5080212,2,15,1,1,2,1,2,2,35,2.0,0.1084715,6561429.0,6564938.0,6564055.0,0.0,6564055.0,0.0,6561947.0,6563938.0,6561947.0,6564938.0,6563945.0,6564939.0,3509.0,518.0,2991.0,994.0,1991.0,110.0
115,6654.049765,3.507924,2,16,1,1,2,1,5,1,40,2.0,0.4084925,6564945.0,6568455.0,6567871.0,0.0,6567871.0,0.0,6565463.0,6567454.0,6565463.0,6568455.0,6567461.0,6568455.0,3510.0,518.0,2992.0,994.0,1991.0,410.0
116,6657.566112,3.5077962,2,17,1,2,2,2,2,2,45,2.0,0.3085506,6568461.0,6571971.0,6571287.0,0.0,6571287.0,0.0,6568979.0,6570970.0,6568979.0,6571971.0,6570977.0,6571972.0,3510.0,518.0,2992.0,995.0,1991.0,310.0
117,6661.082373,3.5077915,2,18,1,1,1,2,3,1,50,1.0,0.2917642,6571978.0,6575487.0,6574787.0,6574787.0,0.0,0.0,6572496.0,6574487.0,6572496.0,6575487.0,6574494.0,6575487.0,3509.0,518.0,2991.0,993.0,1991.0,293.0
118,6664.598473,3.5078908,2,19,1,2,2,1,4,1,45,2.0,0.2834991,6575494.0,6579003.0,6578295.0,0.0,6578295.0,0.0,6576012.0,6578003.0,6576012.0,6579003.0,6578010.0,6579003.0,3509.0,518.0,2991.0,993.0,1991.0,285.0
119,6668.114694,3.5078458,2,20,1,2,1,1,3,1,50,1.0,0.2917192,6579010.0,6582519.0,6581819.0,6581819.0,0.0,0.0,6579528.0,6581519.0,6579528.0,6582519.0,6581526.0,6582519.0,3509.0,518.0,2991.0,993.0,1991.0,293.0
120,6671.630874,3.5078153,2,21,1,1,1,2,1,2,45,1.0,0.1501291,6582526.0,6586035.0,6585194.0,6585194.0,0.0,0.0,6583044.0,6585036.0,6583044.0,6586035.0,6585042.0,6586035.0,3509.0,518.0,2991.0,993.0,1992.0,152.0
121,6675.147029,3.5078745,2,22,1,1,2,2,1,1,40,2.0,-0.0579751,6586042.0,6589551.0,6588502.0,0.0,6588502.0,0.0,6586560.0,6588552.0,6586560.0,6589552.0,6588558.0,6589552.0,3509.0,518.0,2992.0,994.0,1992.0,-56.0
122,6678.663176,3.5078158,2,23,1,2,2,1,5,1,45,1.0,0.1751238,6589558.0,6593068.0,6592251.0,6592251.0,0.0,0.0,6590076.0,6592067.0,6590076.0,6593068.0,6592074.0,6593068.0,3510.0,518.0,2992.0,994.0,1991.0,177.0
123,6682.179345,3.507823,2,24,1,1,1,1,3,2,40,1.0,0.2668163,6593074.0,6596584.0,6595859.0,6595859.0,0.0,0.0,6593592.0,6595584.0,6593593.0,6596584.0,6595590.0,6596585.0,3510.0,519.0,2991.0,995.0,1992.0,269.0
124,6685.695627,3.5076765,2,25,1,2,1,1,1,1,35,1.0,0.2667512,6596591.0,6600099.0,6599375.0,6599375.0,0.0,0.0,6597109.0,6599100.0,6597109.0,6600100.0,6599107.0,6600100.0,3508.0,518.0,2991.0,993.0,1991.0,268.0
125,6689.211878,3.507593822,2,26,1,2,2,2,2,1,45,2.0,0.2001611,6600107.0,6603616.0,6602824.0,0.0,6602824.0,0.0,6600625.0,6602616.0,6600625.0,6603616.0,6602623.0,6603616.0,3509.0,518.0,2991.0,993.0,1991.0,201.0
126,6692.727806,3.5078057,2,27,1,1,1,2,3,1,50,1.0,0.250113,6603623.0,6607132.0,6606390.0,6606390.0,0.0,0.0,6604141.0,6606132.0,6604141.0,6607132.0,6606139.0,6607132.0,3509.0,518.0,2991.0,993.0,1991.0,251.0
127,6696.243969,3.5078121,2,28,1,2,2,1,3,1,30,2.0,0.2168223,6607139.0,6610648.0,6609874.0,0.0,6609874.0,0.0,6607657.0,6609649.0,6607657.0,6610648.0,6609655.0,6610648.0,3509.0,518.0,2991.0,993.0,1992.0,219.0
128,6699.760111,3.5078313,2,29,1,2,2,1,4,2,35,2.0,0.0335423,6610655.0,6614165.0,6613206.0,0.0,6613206.0,0.0,6611173.0,6613164.0,6611173.0,6614165.0,6613172.0,6614165.0,3510.0,518.0,2992.0,993.0,1991.0,34.0
129,6703.276265,3.5077901,2,30,1,2,1,2,5,1,45,1.0,0.3334618,6614171.0,6617681.0,6617022.0,6617022.0,0.0,0.0,6614689.0,6616680.0,6614689.0,6617681.0,6616687.0,6617681.0,3510.0,518.0,2992.0,994.0,1991.0,335.0
130,6706.792487,3.5077419,2,31,1,2,2,1,1,2,40,2.0,0.2920751,6617687.0,6621196.0,6620498.0,0.0,6620498.0,0.0,6618206.0,6620197.0,6618206.0,6621196.0,6620204.0,6621196.0,3509.0,519.0,2990.0,992.0,1991.0,294.0
131,6710.308533,3.5078319,2,32,1,2,2,2,2,1,40,2.0,0.2751271,6621203.0,6624713.0,6623996.0,0.0,6623996.0,0.0,6621722.0,6623713.0,6621722.0,6624713.0,6623720.0,6624713.0,3510.0,519.0,2991.0,993.0,1991.0,276.0
132,6713.824693,3.5078386,2,33,1,1,2,1,2,2,45,2.0,0.4999965,6624720.0,6628229.0,6627737.0,0.0,6627737.0,0.0,6625237.0,6627229.0,6625237.0,6628229.0,6627236.0,6628229.0,3509.0,517.0,2992.0,993.0,1992.0,501.0
133,6717.340856,3.6079868,2,34,1,1,2,2,3,2,45,2.0,0.5167868,6628236.0,6631845.0,6631370.0,0.0,6631370.0,0.0,6628854.0,6630846.0,6628854.0,6631845.0,6630852.0,6631846.0,3609.0,618.0,2991.0,994.0,1992.0,518.0
134,6720.957135,3.5076626,2,35,1,2,2,1,5,2,50,1.0,0.3168076,6631852.0,6635361.0,6634687.0,6634687.0,0.0,0.0,6632370.0,6634362.0,6632370.0,6635362.0,6634368.0,6635362.0,3509.0,518.0,2992.0,994.0,1992.0,319.0
135,6724.473251,3.507960456,2,36,1,2,1,1,3,1,45,1.0,0.3584488,6635368.0,6638878.0,6638244.0,6638244.0,0.0,0.0,6635886.0,6637877.0,6635886.0,6638878.0,6637884.0,6638878.0,3510.0,518.0,2992.0,994.0,1991.0,360.0
136,6727.989456,3.5076861,2,37,1,2,2,1,1,2,40,2.0,0.5088485,6638884.0,6642393.0,6641911.0,0.0,6641911.0,0.0,6639402.0,6641394.0,6639402.0,6642393.0,6641400.0,6642393.0,3509.0,518.0,2991.0,993.0,1992.0,511.0
137,6731.505475,3.507818,2,38,1,2,1,2,5,2,50,1.0,0.3251047,6642400.0,6645909.0,6645244.0,6645244.0,0.0,0.0,6642919.0,6644910.0,6642919.0,6645909.0,6644917.0,6645909.0,3509.0,519.0,2990.0,992.0,1991.0,327.0
138,6735.02163,3.5078299,2,39,1,2,1,1,2,1,45,1.0,0.375158,6645916.0,6649426.0,6648809.0,6648809.0,0.0,0.0,6646434.0,6648426.0,6646434.0,6649426.0,6648433.0,6649426.0,3510.0,518.0,2992.0,993.0,1992.0,376.0
139,6738.537775,3.5078308,2,40,1,1,2,1,2,2,40,2.0,0.2084892,6649433.0,6652942.0,6652159.0,0.0,6652159.0,0.0,6649950.0,6651942.0,6649951.0,6652942.0,6651949.0,6652943.0,3509.0,518.0,2991.0,994.0,1992.0,210.0
140,6742.05408,3.5076741,2,41,1,2,1,2,4,2,45,2.0,0.3085354,6652949.0,6656458.0,6655775.0,0.0,6655775.0,0.0,6653468.0,6655459.0,6653468.0,6656458.0,6655465.0,6656458.0,3509.0,519.0,2990.0,993.0,1991.0,310.0
141,6745.57011,3.5078214,2,42,1,2,2,2,4,1,50,2.0,0.3334768,6656465.0,6659975.0,6659316.0,0.0,6659316.0,0.0,6656983.0,6658974.0,6656983.0,6659975.0,6658981.0,6659975.0,3510.0,518.0,2992.0,994.0,1991.0,335.0
142,6749.086261,3.5078232,2,43,1,1,2,1,1,1,45,2.0,0.3169787,6659981.0,6663490.0,6662816.0,0.0,6662816.0,0.0,6660499.0,6662490.0,6660499.0,6663490.0,6662497.0,6663490.0,3509.0,518.0,2991.0,993.0,1991.0,319.0
143,6752.602417,3.5078066,2,44,1,2,2,2,1,1,55,1.0,0.2416539,6663497.0,6667006.0,6666257.0,6666257.0,0.0,0.0,6664016.0,6666007.0,6664016.0,6667006.0,6666014.0,6667006.0,3509.0,519.0,2990.0,992.0,1991.0,243.0
144,6756.118549,3.5078156,2,45,1,2,2,2,4,2,50,1.0,0.4251164,6667013.0,6670522.0,6669956.0,6669956.0,0.0,0.0,6667531.0,6669523.0,6667531.0,6670523.0,6669530.0,6670523.0,3509.0,518.0,2992.0,993.0,1992.0,426.0
145,6759.634704,3.5078314,2,46,1,1,2,2,3,2,45,2.0,0.3334432,6670529.0,6674039.0,6673381.0,0.0,6673381.0,0.0,6671047.0,6673039.0,6671047.0,6674039.0,6673046.0,6674039.0,3510.0,518.0,2992.0,993.0,1992.0,335.0
146,6763.15087,3.5078093,2,47,1,2,2,1,3,1,50,2.0,0.0668302,6674046.0,6677555.0,6676630.0,0.0,6676630.0,0.0,6674564.0,6676556.0,6674564.0,6677555.0,6676562.0,6677555.0,3509.0,518.0,2991.0,993.0,1992.0,68.0
147,6766.667012,3.5078553,2,48,1,1,2,1,4,2,55,1.0,0.4084496,6677562.0,6681071.0,6680488.0,6680488.0,0.0,0.0,6678080.0,6680071.0,6678080.0,6681072.0,6680078.0,6681072.0,3509.0,518.0,2992.0,994.0,1991.0,410.0
148,6770.183224,3.5077954,2,49,1,2,2,2,4,1,50,1.0,0.2501367,6681078.0,6684588.0,6683846.0,6683846.0,0.0,0.0,6681596.0,6683587.0,6681596.0,6684588.0,6683594.0,6684588.0,3510.0,518.0,2992.0,994.0,1991.0,252.0
149,6773.69935,3.5078134,2,50,1,2,1,2,5,2,45,2.0,0.3751145,6684594.0,6688103.0,6687487.0,0.0,6687487.0,0.0,6685112.0,6687103.0,6685113.0,6688103.0,6687110.0,6688103.0,3509.0,519.0,2990.0,993.0,1991.0,377.0
150,6777.215498,3.5078236,2,51,1,2,1,1,1,2,50,1.0,0.4250118,6688110.0,6691619.0,6691054.0,6691054.0,0.0,0.0,6688629.0,6690620.0,6688629.0,6691619.0,6690627.0,6691619.0,3509.0,519.0,2990.0,992.0,1991.0,427.0
151,6780.73165,3.5078314,2,52,1,2,2,2,5,2,50,2.0,0.250171,6691626.0,6695136.0,6694394.0,0.0,6694394.0,0.0,6692145.0,6694136.0,6692145.0,6695136.0,6694143.0,6695136.0,3510.0,519.0,2991.0,993.0,1991.0,251.0
152,6784.247938,3.5076967,2,53,1,2,2,2,5,1,55,1.0,0.5835103,6695143.0,6698652.0,6698244.0,6698244.0,0.0,0.0,6695660.0,6697652.0,6695661.0,6698652.0,6697659.0,6698652.0,3509.0,518.0,2991.0,993.0,1992.0,585.0
153,6787.763966,3.5078291,2,54,1,2,1,1,5,2,45,1.0,0.3500991,6698659.0,6702168.0,6701526.0,6701526.0,0.0,0.0,6699177.0,6701168.0,6699177.0,6702168.0,6701175.0,6702168.0,3509.0,518.0,2991.0,993.0,1991.0,351.0
154,6791.280121,3.5078307,2,55,1,2,2,2,4,2,50,2.0,0.3168117,6702175.0,6705684.0,6705009.0,0.0,6705009.0,0.0,6702693.0,6704684.0,6702693.0,6705685.0,6704691.0,6705685.0,3509.0,518.0,2992.0,994.0,1991.0,318.0
155,6794.796417,3.5076983,2,56,1,2,2,2,4,1,55,2.0,0.2501253,6705691.0,6709200.0,6708459.0,0.0,6708459.0,0.0,6706209.0,6708200.0,6706209.0,6709200.0,6708207.0,6709200.0,3509.0,518.0,2991.0,993.0,1991.0,252.0
156,6798.312442,3.9411041,2,57,1,1,2,2,5,2,60,2.0,0.6419285,6709207.0,6713150.0,6712800.0,0.0,6712800.0,0.0,6710158.0,6712149.0,6710158.0,6713150.0,6712157.0,6713150.0,3943.0,951.0,2992.0,993.0,1991.0,643.0
157,6802.261876,3.5078258,2,58,1,2,1,2,1,2,65,1.0,0.31728,6713156.0,6716666.0,6715992.0,6715992.0,0.0,0.0,6713675.0,6715666.0,6713675.0,6716666.0,6715673.0,6716666.0,3510.0,519.0,2991.0,993.0,1991.0,319.0
158,6805.778034,3.5078121,2,59,1,1,2,2,4,2,60,1.0,-0.0064596,6716673.0,6720182.0,6719182.0,6719182.0,0.0,0.0,6717191.0,6719182.0,6717191.0,6720182.0,6719189.0,6720182.0,3509.0,518.0,2991.0,993.0,1991.0,-7.0
159,6809.294165,3.5078389,2,60,1,1,1,2,3,2,55,1.0,0.1085117,6720189.0,6723698.0,6722815.0,6722815.0,0.0,0.0,6720707.0,6722698.0,6720707.0,6723698.0,6722705.0,6723698.0,3509.0,518.0,2991.0,993.0,1991.0,110.0
160,6812.810324,3.5078825,2,61,1,1,1,2,5,2,50,1.0,0.3168346,6723705.0,6727214.0,6726539.0,6726539.0,0.0,0.0,6724223.0,6726215.0,6724223.0,6727214.0,6726221.0,6727214.0,3509.0,518.0,2991.0,993.0,1992.0,318.0
161,6816.326464,3.5078542,2,62,1,2,1,2,5,2,45,2.0,0.5504128,6727221.0,6730730.0,6730290.0,0.0,6730290.0,0.0,6727739.0,6729731.0,6727739.0,6730731.0,6729737.0,6730731.0,3509.0,518.0,2992.0,994.0,1992.0,553.0
162,6819.842651,3.5079204,2,63,1,2,1,2,5,2,50,1.0,0.3167709,6730737.0,6734247.0,6733572.0,6733572.0,0.0,0.0,6731255.0,6733246.0,6731255.0,6734247.0,6733253.0,6734247.0,3510.0,518.0,2992.0,994.0,1991.0,319.0
163,6823.358819,3.5078151,2,64,1,1,1,1,2,2,40,1.0,-0.090955,6734253.0,6737763.0,6736681.0,6736681.0,0.0,0.0,6734771.0,6736763.0,6734772.0,6737763.0,6736770.0,6737764.0,3510.0,519.0,2991.0,994.0,1992.0,-89.0
164,6826.875104,3.5076869,2,65,1,1,1,2,5,2,45,1.0,-0.0065572,6737770.0,6741278.0,6740279.0,6740279.0,0.0,0.0,6738288.0,6740279.0,6738288.0,6741279.0,6740286.0,6741279.0,3508.0,518.0,2991.0,993.0,1991.0,-7.0
165,6830.391123,3.5078226,2,66,1,2,2,1,1,2,35,2.0,0.2584306,6741285.0,6744795.0,6744062.0,0.0,6744062.0,0.0,6741804.0,6743795.0,6741804.0,6744795.0,6743802.0,6744795.0,3510.0,519.0,2991.0,993.0,1991.0,260.0
166,6833.90728,3.5078388,2,67,1,1,2,1,3,2,40,2.0,-0.1997362,6744802.0,6748311.0,6747120.0,0.0,6747120.0,0.0,6745319.0,6747311.0,6745320.0,6748311.0,6747318.0,6748311.0,3509.0,518.0,2991.0,993.0,1992.0,-198.0
167,6837.423441,3.5078201,2,68,1,2,1,1,2,1,45,2.0,0.4667198,6748318.0,6751827.0,6751302.0,0.0,6751302.0,0.0,6748836.0,6750828.0,6748836.0,6751828.0,6750834.0,6751828.0,3509.0,518.0,2992.0,994.0,1992.0,468.0
168,6840.939783,3.5076324,2,69,1,1,1,2,1,2,40,2.0,0.3750517,6751834.0,6755344.0,6754727.0,0.0,6754727.0,0.0,6752352.0,6754343.0,6752352.0,6755344.0,6754350.0,6755344.0,3510.0,518.0,2992.0,994.0,1991.0,377.0
169,6844.455889,3.5077054,2,70,1,1,2,2,3,1,45,2.0,0.3334439,6755350.0,6758860.0,6758201.0,0.0,6758201.0,0.0,6755868.0,6757859.0,6755868.0,6758860.0,6757866.0,6758860.0,3510.0,518.0,2992.0,994.0,1991.0,335.0
170,6847.971908,3.5078314,2,71,1,2,1,2,2,1,50,1.0,0.2334563,6758866.0,6762375.0,6761617.0,6761617.0,0.0,0.0,6759385.0,6761376.0,6759385.0,6762375.0,6761383.0,6762375.0,3509.0,519.0,2990.0,992.0,1991.0,234.0
171,6851.488041,3.5078661,2,72,1,1,1,1,1,1,50,1.0,0.3922598,6762382.0,6765891.0,6765293.0,6765293.0,0.0,0.0,6762901.0,6764892.0,6762901.0,6765891.0,6764899.0,6765892.0,3509.0,519.0,2990.0,993.0,1991.0,394.0
172,6855.004237,3.5078128,2,73,1,1,1,1,2,2,45,2.0,0.3250548,6765899.0,6769408.0,6768741.0,0.0,6768741.0,0.0,6766416.0,6768408.0,6766416.0,6769408.0,6768415.0,6769408.0,3509.0,517.0,2992.0,993.0,1992.0,326.0
173,6858.520383,3.5079358,2,74,1,1,2,2,5,2,45,2.0,0.1751486,6769415.0,6772924.0,6772107.0,0.0,6772107.0,0.0,6769933.0,6771925.0,6769933.0,6772924.0,6771931.0,6772924.0,3509.0,518.0,2991.0,993.0,1992.0,176.0
174,6862.036514,3.50784,2,75,1,1,1,2,2,1,50,1.0,0.0418352,6772931.0,6776440.0,6775491.0,6775491.0,0.0,0.0,6773449.0,6775440.0,6773449.0,6776440.0,6775447.0,6776441.0,3509.0,518.0,2991.0,994.0,1991.0,44.0
175,6865.552671,3.5078673,2,76,1,2,2,2,5,2,45,2.0,0.0500363,6776447.0,6779957.0,6779015.0,0.0,6779015.0,0.0,6776965.0,6778956.0,6776965.0,6779957.0,6778964.0,6779957.0,3510.0,518.0,2992.0,993.0,1991.0,51.0
176,6869.068868,3.5078133,2,77,1,2,2,2,3,1,50,2.0,0.066825,6779963.0,6783472.0,6782547.0,0.0,6782547.0,0.0,6780481.0,6782473.0,6780481.0,6783472.0,6782479.0,6783472.0,3509.0,518.0,2991.0,993.0,1992.0,68.0
177,6872.585031,3.5078101,2,78,1,2,2,2,3,1,55,2.0,0.1333336,6783479.0,6786988.0,6786131.0,0.0,6786131.0,0.0,6783998.0,6785989.0,6783998.0,6786988.0,6785996.0,6786989.0,3509.0,519.0,2990.0,993.0,1991.0,135.0
178,6876.101174,3.5078369,2,79,1,2,2,1,5,2,50,2.0,0.3834497,6786995.0,6790504.0,6789897.0,0.0,6789897.0,0.0,6787513.0,6789505.0,6787513.0,6790505.0,6789512.0,6790505.0,3509.0,518.0,2992.0,993.0,1992.0,385.0
179,6879.617348,3.5078247,2,80,1,2,1,1,5,1,55,1.0,0.4168263,6790511.0,6794021.0,6793446.0,6793446.0,0.0,0.0,6791029.0,6793021.0,6791029.0,6794021.0,6793028.0,6794021.0,3510.0,518.0,2992.0,993.0,1992.0,418.0
180,6883.133492,3.5078239,2,81,1,2,2,2,1,1,60,1.0,0.2084586,6794028.0,6797537.0,6796753.0,6796753.0,0.0,0.0,6794545.0,6796538.0,6794546.0,6797537.0,6796544.0,6797537.0,3509.0,518.0,2991.0,993.0,1993.0,209.0
181,6886.649649,3.5078286,2,82,1,2,1,1,4,1,50,n/a,n/a,6797544.0,6801053.0,0.0,0.0,0.0,0.0,6798062.0,6800053.0,6798062.0,6801054.0,6800060.0,6801054.0,3509.0,518.0,2992.0,994.0,1991.0,-6800060.0
182,6890.16577,3.6078653,2,83,1,1,2,2,3,2,55,2.0,0.2751953,6801060.0,6804670.0,6803953.0,0.0,6803953.0,0.0,6801678.0,6803669.0,6801678.0,6804670.0,6803676.0,6804670.0,3610.0,618.0,2992.0,994.0,1991.0,277.0
183,6893.782169,3.5076126,2,84,1,1,1,1,3,2,50,1.0,0.3837664,6804676.0,6808185.0,6807577.0,6807577.0,0.0,0.0,6805194.0,6807185.0,6805194.0,6808185.0,6807192.0,6808185.0,3509.0,518.0,2991.0,993.0,1991.0,385.0
184,6897.298091,3.5078319,2,85,1,2,1,1,3,2,45,1.0,0.3918971,6808192.0,6811701.0,6811102.0,6811102.0,0.0,0.0,6808711.0,6810702.0,6808711.0,6811702.0,6810708.0,6811702.0,3509.0,519.0,2991.0,994.0,1991.0,394.0
185,6900.814274,3.6911285,2,86,1,2,1,1,4,1,40,1.0,0.3001203,6811708.0,6815401.0,6814710.0,6814710.0,0.0,0.0,6812410.0,6814401.0,6812410.0,6815401.0,6814408.0,6815401.0,3693.0,702.0,2991.0,993.0,1991.0,302.0
186,6904.513738,3.5078112,2,87,1,2,2,2,2,1,60,1.0,0.2834496,6815408.0,6818917.0,6818209.0,6818209.0,0.0,0.0,6815926.0,6817917.0,6815926.0,6818917.0,6817924.0,6818917.0,3509.0,518.0,2991.0,993.0,1991.0,285.0
187,6908.029886,3.507963,2,88,1,2,1,2,4,1,55,1.0,0.2418203,6818924.0,6822433.0,6821684.0,6821684.0,0.0,0.0,6819442.0,6821434.0,6819442.0,6822433.0,6821440.0,6822434.0,3509.0,518.0,2991.0,994.0,1992.0,244.0
188,6911.546162,3.5076948,2,89,1,2,2,2,3,1,50,1.0,0.1834914,6822440.0,6825949.0,6825142.0,6825142.0,0.0,0.0,6822958.0,6824950.0,6822958.0,6825950.0,6824956.0,6825950.0,3509.0,518.0,2992.0,994.0,1992.0,186.0
189,6915.062211,3.5078488,2,90,1,2,2,1,3,1,35,2.0,0.1084851,6825956.0,6829466.0,6828582.0,0.0,6828582.0,0.0,6826474.0,6828466.0,6826474.0,6829466.0,6828472.0,6829466.0,3510.0,518.0,2992.0,994.0,1992.0,110.0
190,6918.578377,3.5078217,2,91,1,1,1,2,1,2,45,1.0,0.2172241,6829472.0,6832982.0,6832207.0,6832207.0,0.0,0.0,6829991.0,6831982.0,6829991.0,6832982.0,6831989.0,6832982.0,3510.0,519.0,2991.0,993.0,1991.0,218.0
191,6922.09453,3.5078422,2,92,1,2,1,2,1,1,40,2.0,0.3667923,6832988.0,6836498.0,6835873.0,0.0,6835873.0,0.0,6833507.0,6835498.0,6833507.0,6836498.0,6835505.0,6836498.0,3510.0,519.0,2991.0,993.0,1991.0,368.0
192,6925.610705,3.5078272,2,93,1,1,1,2,4,2,45,1.0,0.1588795,6836505.0,6840014.0,6839181.0,6839181.0,0.0,0.0,6837023.0,6839014.0,6837023.0,6840014.0,6839021.0,6840014.0,3509.0,518.0,2991.0,993.0,1991.0,160.0
193,6929.126985,3.5078195,2,94,1,2,1,1,3,2,40,2.0,0.2168052,6840021.0,6843530.0,6842755.0,0.0,6842755.0,0.0,6840539.0,6842530.0,6840540.0,6843530.0,6842537.0,6843530.0,3509.0,519.0,2990.0,993.0,1991.0,218.0
194,6932.643027,3.5078273,2,95,1,2,1,1,2,1,45,1.0,0.5417444,6843537.0,6847046.0,6846597.0,6846597.0,0.0,0.0,6844055.0,6846047.0,6844055.0,6847046.0,6846053.0,6847046.0,3509.0,518.0,2991.0,993.0,1992.0,544.0
195,6936.159188,3.5078223,2,96,1,2,2,1,5,2,40,2.0,0.3001251,6847053.0,6850563.0,6849871.0,0.0,6849871.0,0.0,6847571.0,6849563.0,6847571.0,6850563.0,6849569.0,6850563.0,3510.0,518.0,2992.0,994.0,1992.0,302.0
