2325744	  944.8	  508.9	 3589.0	...
2325745	  944.5	  509.0	 3589.0	...
2325746	  944.5	  509.2	 3583.0	...
2325747	  944.4	  509.3	 3583.0	...
2325748	  944.4	  509.4	 3583.0	...
2325749	  944.4	  509.4	 3579.0	...
2325750	  944.4	  509.4	 3576.0	...
2325751	  944.4	  510.3	 3576.0	...
2325752	  944.7	  510.6	 3583.0	...
2325753	  944.7	  510.6	 3583.0	...
2325754	  945.0	  510.6	 3582.0	...
2325755	  945.0	  510.6	 3580.0	...
2325756	  944.6	  508.9	 3582.0	...
2325757	  944.7	  508.9	 3582.0	...
2325758	  944.7	  509.5	 3581.0	...
2325759	  944.6	  509.6	 3581.0	...
2325760	  944.6	  509.4	 3581.0	...
2325761	  944.8	  509.2	 3581.0	...
2325762	  944.8	  509.2	 3582.0	...
2325763	  944.2	  509.2	 3583.0	...
2325764	  944.2	  509.1	 3584.0	...
2325765	  944.8	  509.4	 3584.0	...
2325766	  944.8	  509.4	 3581.0	...
2325767	  944.3	  509.0	 3567.0	...
2325768	  944.0	  508.7	 3567.0	...
2325769	  944.0	  508.7	 3567.0	...
2325770	  944.6	  508.8	 3567.0	...
2325771	  944.2	  508.9	 3567.0	...
2325772	  943.9	  508.9	 3565.0	...
2325773	  943.9	  509.3	 3565.0	...
2325774	  943.9	  509.6	 3574.0	...
2325775	  943.7	  509.6	 3574.0	...
2325776	  943.7	  508.8	 3574.0	...
2325777	  944.1	  508.8	 3574.0	...
2325778	  944.3	  508.2	 3575.0	...
2325779	  944.4	  508.4	 3574.0	...
2325780	  943.2	  508.7	 3574.0	...
2325781	  943.2	  508.7	 3577.0	...
2325782	  943.2	  508.7	 3583.0	...
2325783	  943.4	  509.3	 3583.0	...
2325784	  943.4	  509.3	 3581.0	...
2325785	  943.3	  508.7	 3581.0	...
2325786	  943.3	  508.7	 3586.0	...
2325787	  943.2	  508.7	 3586.0	...
2325788	  943.0	  508.6	 3581.0	...
2325789	  943.3	  508.6	 3579.0	...
2325790	  943.3	  508.7	 3584.0	...
2325791	  943.2	  508.7	 3589.0	...
2325792	  943.1	  508.6	 3587.0	...
2325793	  942.7	  508.6	 3587.0	...
2325794	  942.7	  508.8	 3590.0	...
2325795	  942.8	  508.8	 3591.0	...
2325796	  942.9	  508.7	 3592.0	...
2325797	  943.0	  508.4	 3592.0	...
2325798	  943.2	  508.4	 3592.0	...
2325799	  943.2	  508.3	 3592.0	...
2325800	  942.8	  508.3	 3592.0	...
2325801	  942.4	  507.6	 3593.0	...
2325802	  942.4	  507.6	 3594.0	...
2325803	  942.4	  508.4	 3595.0	...
2325804	  942.3	  508.4	 3595.0	...
2325805	  942.2	  508.9	 3590.0	...
2325806	  942.3	  509.3	 3590.0	...
2325807	  941.9	  509.3	 3594.0	...
2325808	  941.9	  509.3	 3594.0	...
2325809	  942.0	  509.9	 3596.0	...
2325810	  942.1	  509.9	 3599.0	...
2325811	  942.9	  509.8	 3607.0	...
2325812	  942.9	  509.8	 3611.0	...
2325813	  942.9	  510.0	 3611.0	...
2325814	  942.9	  510.0	 3602.0	...
2325815	  943.1	  509.9	 3602.0	...
2325816	  943.1	  509.7	 3614.0	...
2325817	  942.7	  509.7	 3611.0	...
2325818	  942.3	  510.2	 3609.0	...
2325819	  942.3	  510.2	 3609.0	...
2325820	  942.6	  509.9	 3610.0	...
2325821	  942.6	  509.6	 3611.0	...
2325822	  942.6	  508.9	 3616.0	...
2325823	  942.6	  508.9	 3616.0	...
2325824	  942.8	  508.6	 3618.0	...
2325825	  942.8	  508.6	 3616.0	...
2325826	  941.5	  509.1	 3615.0	...
2325827	  941.5	  508.9	 3615.0	...
2325828	  941.5	  508.9	 3615.0	...
2325829	  941.5	  509.5	 3630.0	...
2325830	  941.5	  509.5	 3630.0	...
2325831	  941.5	  509.5	 3622.0	...
2325832	  941.6	  509.9	 3622.0	...
2325833	  942.9	  509.7	 3617.0	...
2325834	  942.9	  509.7	 3617.0	...
2325835	  942.1	  509.6	 3632.0	...
2325836	  941.6	  509.6	 3632.0	...
2325837	  941.3	  509.8	 3632.0	...
2325838	  941.3	  509.9	 3632.0	...
2325839	  942.5	  510.4	 3636.0	...
2325840	  942.5	  510.3	 3636.0	...
2325841	  941.6	  510.3	 3634.0	...
2325842	  941.7	  511.9	 3634.0	...
2325843	  941.7	  511.9	 3634.0	...
2325844	  941.7	  511.9	 3633.0	...
2325845	  941.9	  511.8	 3633.0	...
2325846	  941.9	  511.8	 3641.0	...
2325847	  941.3	  512.1	 3641.0	...
2325848	  941.1	  512.1	 3643.0	...
2325849	  941.1	  512.1	 3643.0	...
2325850	  941.2	  512.1	 3644.0	...
2325851	  941.2	  511.8	 3644.0	...
2325852	  941.3	  511.8	 3644.0	...
2325853	  941.4	  511.8	 3644.0	...
2325854	  941.9	  511.8	 3644.0	...
2325855	  941.9	  511.3	 3644.0	...
2325856	  941.2	  511.3	 3644.0	...
2325857	  940.9	  511.7	 3644.0	...
2325858	  941.0	  511.7	 3639.0	...
2325859	  941.1	  511.6	 3639.0	...
2325860	  941.1	  511.6	 3639.0	...
2325861	  941.1	  511.6	 3645.0	...
2325862	  941.4	  511.6	 3644.0	...
2325863	  941.5	  511.7	 3644.0	...
2325864	  941.5	  511.8	 3644.0	...
2325865	  941.6	  513.9	 3648.0	...
2325866	  941.6	  513.9	 3648.0	...
2325867	  941.9	  513.2	 3648.0	...
2325868	  941.5	  513.2	 3651.0	...
2325869	  941.3	  514.7	 3660.0	...
2325870	  941.3	  514.7	 3660.0	...
2325871	  941.5	  513.2	 3655.0	...
2325872	  942.0	  513.2	 3655.0	...
2325873	  942.0	  513.7	 3649.0	...
2325874	  942.0	  513.7	 3649.0	...
2325875	  942.5	  513.7	 3659.0	...
2325876	  942.5	  513.8	 3661.0	...
2325877	  940.3	  513.9	 3661.0	...
2325878	  940.2	  512.3	 3653.0	...
2325879	  940.9	  512.3	 3654.0	...
2325880	  941.0	  513.5	 3655.0	...
2325881	  941.0	  513.5	 3655.0	...
2325882	  940.9	  512.0	 3652.0	...
2325883	  940.9	  512.0	 3653.0	...
2325884	  941.0	  512.5	 3653.0	...
2325885	  941.1	  513.1	 3648.0	...
2325886	  941.5	  513.1	 3648.0	...
2325887	  941.5	  513.1	 3648.0	...
2325888	  941.3	  513.1	 3651.0	...
2325889	  941.2	  513.3	 3651.0	...
2325890	  941.0	  513.3	 3651.0	...
2325891	  941.0	  513.0	 3649.0	...
2325892	  941.0	  512.7	 3647.0	...
2325893	  941.0	  512.6	 3643.0	...
2325894	  941.0	  512.5	 3643.0	...
2325895	  940.9	  512.0	 3659.0	...
2325896	  940.6	  512.0	 3657.0	...
2325897	  940.3	  511.3	 3655.0	...
2325898	  940.3	  510.3	 3653.0	...
2325899	  940.3	  510.3	 3653.0	...
2325900	  940.2	  510.3	 3653.0	...
2325901	  940.2	  510.4	 3648.0	...
2325902	  940.2	  510.5	 3648.0	...
2325903	  940.8	  510.7	 3649.0	...
2325904	  940.8	  510.7	 3651.0	...
2325905	  940.5	  510.0	 3651.0	...
2325906	  940.3	  510.0	 3651.0	...
2325907	  940.3	  510.4	 3653.0	...
2325908	  940.3	  510.9	 3655.0	...
2325909	  940.3	  511.0	 3655.0	...
