,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,22255.1877,3.5161744,1,1,1,1,2,1,2,2,-15,n/a,n/a,6701845.0,6705362.0,0.0,0.0,0.0,0.0,6702370.0,6704362.0,6702370.0,6705362.0,6704369.0,6705363.0,3517.0,525.0,2992.0,994.0,1992.0,-6704369.0
1,22258.71221,3.507824,1,2,1,1,1,1,3,1,-15,n/a,n/a,6705368.0,6708878.0,0.0,0.0,0.0,0.0,6705887.0,6707879.0,6705887.0,6708879.0,6707885.0,6708879.0,3510.0,519.0,2992.0,994.0,1992.0,-6707885.0
2,22262.22851,3.507708,1,3,1,1,1,2,2,1,-65,1.0,-0.55794,6708885.0,6712394.0,6710845.0,6710845.0,0.0,0.0,6709403.0,6711395.0,6709403.0,6712395.0,6711401.0,6712395.0,3509.0,518.0,2992.0,994.0,1992.0,-556.0
3,22265.74455,3.5078192,1,4,1,2,2,2,5,1,-60,1.0,-0.4080408,6712401.0,6715911.0,6714510.0,6714510.0,0.0,0.0,6712919.0,6714910.0,6712919.0,6715911.0,6714917.0,6715911.0,3510.0,518.0,2992.0,994.0,1991.0,-407.0
4,22269.26068,3.5161484,1,5,1,1,1,2,3,2,-55,1.0,0.1002753,6715917.0,6719435.0,6718543.0,6718543.0,0.0,0.0,6716443.0,6718435.0,6716444.0,6719436.0,6718442.0,6719437.0,3518.0,527.0,2992.0,995.0,1992.0,101.0
5,22272.78517,3.5078246,1,6,1,2,1,2,1,1,-50,1.0,0.1356782,6719441.0,6722951.0,6722095.0,6722095.0,0.0,0.0,6719960.0,6721951.0,6719960.0,6722951.0,6721958.0,6722952.0,3510.0,519.0,2991.0,994.0,1991.0,137.0
6,22276.30135,3.5077969,1,7,1,2,2,1,4,2,-15,2.0,-0.4412177,6722957.0,6726467.0,6725034.0,0.0,6725034.0,0.0,6723476.0,6725467.0,6723476.0,6726467.0,6725474.0,6726467.0,3510.0,519.0,2991.0,993.0,1991.0,-440.0
7,22279.81749,3.5078333,1,8,1,1,2,2,3,1,-45,1.0,-0.4903548,6726474.0,6729983.0,6728502.0,6728502.0,0.0,0.0,6726991.0,6728983.0,6726991.0,6729983.0,6728990.0,6729983.0,3509.0,517.0,2992.0,993.0,1992.0,-488.0
8,22283.33365,3.5079161,1,9,1,1,2,2,5,1,-40,1.0,-0.533009,6729990.0,6733499.0,6731975.0,6731975.0,0.0,0.0,6730508.0,6732500.0,6730508.0,6733499.0,6732506.0,6733500.0,3509.0,518.0,2991.0,994.0,1992.0,-531.0
9,22286.84992,3.5077321,1,10,1,1,1,1,3,1,-20,n/a,n/a,6733506.0,6737016.0,0.0,0.0,0.0,0.0,6734024.0,6736015.0,6734024.0,6737016.0,6736022.0,6737016.0,3510.0,518.0,2992.0,994.0,1991.0,-6736022.0
10,22290.3661,3.5078294,1,11,1,1,2,1,1,2,-20,2.0,-0.2742931,6737022.0,6740532.0,6739266.0,0.0,6739266.0,0.0,6737540.0,6739532.0,6737540.0,6740532.0,6739539.0,6740532.0,3510.0,518.0,2992.0,993.0,1992.0,-273.0
11,22293.88215,3.5078076,1,12,1,2,1,1,3,2,-25,n/a,n/a,6740538.0,6744048.0,0.0,0.0,0.0,0.0,6741056.0,6743047.0,6741056.0,6744048.0,6743054.0,6744048.0,3510.0,518.0,2992.0,994.0,1991.0,-6743054.0
12,22297.39842,3.5077295,1,13,1,1,2,1,5,2,-25,2.0,-1.0578472,6744055.0,6747564.0,6745515.0,0.0,6745515.0,0.0,6744573.0,6746564.0,6744573.0,6747564.0,6746571.0,6747564.0,3509.0,518.0,2991.0,993.0,1991.0,-1056.0
13,22300.91449,3.5078001,1,14,1,2,2,2,5,2,-35,2.0,-0.591236,6747571.0,6751080.0,6749497.0,0.0,6749497.0,0.0,6748089.0,6750080.0,6748089.0,6751081.0,6750087.0,6751081.0,3509.0,518.0,2992.0,994.0,1991.0,-590.0
14,22304.43075,3.5077486,1,15,1,2,2,2,3,1,-40,2.0,-1.0820644,6751087.0,6754596.0,6752523.0,0.0,6752523.0,0.0,6751605.0,6753596.0,6751605.0,6754597.0,6753603.0,6754597.0,3509.0,518.0,2992.0,994.0,1991.0,-1080.0
15,22307.94677,3.5078287,1,16,1,1,2,2,5,1,-45,1.0,-1.2487836,6754603.0,6758112.0,6755872.0,6755872.0,0.0,0.0,6755121.0,6757112.0,6755121.0,6758112.0,6757119.0,6758112.0,3509.0,518.0,2991.0,993.0,1991.0,-1247.0
16,22311.46309,3.5076811,1,17,1,2,1,1,5,1,-30,1.0,-0.8330048,6758119.0,6761628.0,6759804.0,6759804.0,0.0,0.0,6758638.0,6760629.0,6758638.0,6761628.0,6760635.0,6761628.0,3509.0,519.0,2990.0,993.0,1991.0,-831.0
17,22314.97909,3.6411396,1,18,1,1,2,1,5,2,-25,1.0,-0.8330033,6761635.0,6765277.0,6763453.0,6763453.0,0.0,0.0,6762287.0,6764278.0,6762287.0,6765278.0,6764285.0,6765278.0,3642.0,652.0,2991.0,993.0,1991.0,-832.0
18,22318.62857,3.5078273,1,19,1,2,2,1,4,2,-20,2.0,-0.3496041,6765284.0,6768794.0,6767453.0,0.0,6767453.0,0.0,6765803.0,6767794.0,6765803.0,6768794.0,6767801.0,6768794.0,3510.0,519.0,2991.0,993.0,1991.0,-348.0
19,22322.14471,3.6579559,1,20,1,2,2,1,1,2,-25,2.0,-1.0662691,6768801.0,6772460.0,6770402.0,0.0,6770402.0,0.0,6769469.0,6771460.0,6769469.0,6772460.0,6771467.0,6772460.0,3659.0,668.0,2991.0,993.0,1991.0,-1065.0
20,22325.81084,3.4994854,1,21,1,2,1,2,5,1,-40,1.0,-0.9830002,6772467.0,6775968.0,6773993.0,6773993.0,0.0,0.0,6772977.0,6774968.0,6772977.0,6775968.0,6774975.0,6775968.0,3501.0,510.0,2991.0,993.0,1991.0,-982.0
21,22329.31866,3.5078582,1,22,1,1,2,2,2,1,-35,2.0,0.2086531,6775974.0,6779483.0,6778701.0,0.0,6778701.0,0.0,6776493.0,6778484.0,6776493.0,6779484.0,6778491.0,6779484.0,3509.0,519.0,2991.0,993.0,1991.0,210.0
22,22332.83485,3.5078245,1,23,1,2,1,2,3,1,-40,1.0,-0.7824522,6779491.0,6783000.0,6781227.0,6781227.0,0.0,0.0,6780009.0,6782000.0,6780009.0,6783000.0,6782007.0,6783000.0,3509.0,518.0,2991.0,993.0,1991.0,-780.0
23,22336.35113,3.5077131,1,24,1,1,1,2,4,1,-35,1.0,-0.4080315,6783007.0,6786516.0,6785117.0,6785117.0,0.0,0.0,6783525.0,6785517.0,6783525.0,6786516.0,6785523.0,6786516.0,3509.0,518.0,2991.0,993.0,1992.0,-406.0
24,22339.86713,3.5078714,1,25,1,1,2,2,3,1,-30,2.0,-0.0163288,6786523.0,6790032.0,6789025.0,0.0,6789025.0,0.0,6787042.0,6789031.0,6787042.0,6790033.0,6789041.0,6790033.0,3509.0,519.0,2991.0,992.0,1989.0,-16.0
25,22343.38348,3.5076804,1,26,1,1,2,1,4,1,-30,1.0,0.3585874,6790039.0,6793549.0,6792916.0,6792916.0,0.0,0.0,6790557.0,6792549.0,6790557.0,6793549.0,6792555.0,6793549.0,3510.0,518.0,2992.0,994.0,1992.0,361.0
26,22346.89948,3.5078459,1,27,1,2,1,2,1,2,-35,2.0,-0.3581125,6793555.0,6797065.0,6795716.0,0.0,6795716.0,0.0,6794073.0,6796064.0,6794074.0,6797065.0,6796072.0,6797065.0,3510.0,519.0,2991.0,993.0,1991.0,-356.0
27,22350.41565,3.8327936,1,28,1,2,2,2,5,2,-40,1.0,-0.4913952,6797071.0,6800906.0,6799423.0,6799423.0,0.0,0.0,6797914.0,6799906.0,6797915.0,6800906.0,6799913.0,6800906.0,3835.0,844.0,2991.0,993.0,1992.0,-490.0
28,22354.25677,3.5078277,1,29,1,2,2,1,2,2,-25,2.0,-0.649578,6800912.0,6804421.0,6802781.0,0.0,6802781.0,0.0,6801431.0,6803422.0,6801431.0,6804421.0,6803429.0,6804422.0,3509.0,519.0,2990.0,993.0,1991.0,-648.0
29,22357.77293,3.5078447,1,30,1,2,1,2,5,2,-35,1.0,-0.5998056,6804429.0,6807938.0,6806346.0,6806346.0,0.0,0.0,6804947.0,6806938.0,6804947.0,6807938.0,6806945.0,6807938.0,3509.0,518.0,2991.0,993.0,1991.0,-599.0
30,22361.28919,3.5077073,1,31,1,1,2,2,3,2,-30,2.0,-0.2082174,6807945.0,6811454.0,6810255.0,0.0,6810255.0,0.0,6808462.0,6810455.0,6808462.0,6811454.0,6810461.0,6811455.0,3509.0,517.0,2992.0,994.0,1993.0,-206.0
31,22364.80538,3.5077003,1,32,1,1,2,1,5,2,-30,1.0,0.6250882,6811461.0,6814970.0,6814604.0,6814604.0,0.0,0.0,6811979.0,6813971.0,6811979.0,6814970.0,6813977.0,6814971.0,3509.0,518.0,2991.0,994.0,1992.0,627.0
32,22368.32141,3.5078128,1,33,1,2,1,1,3,2,-25,2.0,0.3667713,6814977.0,6818487.0,6817862.0,0.0,6817862.0,0.0,6815495.0,6817486.0,6815495.0,6818487.0,6817493.0,6818487.0,3510.0,518.0,2992.0,994.0,1991.0,369.0
33,22371.83756,3.6827921,1,34,1,1,2,2,3,1,-35,1.0,-0.6413198,6818493.0,6822178.0,6820545.0,6820545.0,0.0,0.0,6819186.0,6821177.0,6819186.0,6822178.0,6821184.0,6822178.0,3685.0,693.0,2992.0,994.0,1991.0,-639.0
34,22405.66603,3.5080056,1,35,1,1,1,2,3,2,-30,n/a,n/a,6852323.0,6855832.0,0.0,0.0,0.0,0.0,6852840.0,6854831.0,6852840.0,6855832.0,6854838.0,6855832.0,3509.0,517.0,2992.0,994.0,1991.0,-6854838.0
35,22409.19071,3.5076524,1,36,1,1,2,1,1,1,-30,1.0,-0.7739241,6855848.0,6859355.0,6857590.0,6857590.0,0.0,0.0,6856364.0,6858355.0,6856364.0,6859355.0,6858362.0,6859355.0,3507.0,516.0,2991.0,993.0,1991.0,-772.0
36,22412.70674,3.5077794,1,37,1,2,1,1,4,1,-25,1.0,-0.8746282,6859362.0,6862871.0,6861005.0,6861005.0,0.0,0.0,6859881.0,6861872.0,6859881.0,6862871.0,6861879.0,6862871.0,3509.0,519.0,2990.0,992.0,1991.0,-874.0
37,22416.22286,3.5911477,1,38,1,1,2,1,4,2,-20,2.0,-0.3331386,6862878.0,6866470.0,6865146.0,0.0,6865146.0,0.0,6863480.0,6865471.0,6863480.0,6866471.0,6865478.0,6866471.0,3592.0,602.0,2991.0,993.0,1991.0,-332.0
38,22419.82241,3.5077396,1,39,1,1,2,1,5,1,-25,2.0,-0.2414015,6866478.0,6869987.0,6868754.0,0.0,6868754.0,0.0,6866996.0,6868987.0,6866996.0,6869987.0,6868994.0,6869987.0,3509.0,518.0,2991.0,993.0,1991.0,-240.0
39,22423.33849,3.5078149,1,40,1,1,1,1,1,1,-30,1.0,-1.2412634,6869994.0,6873503.0,6871270.0,6871270.0,0.0,0.0,6870512.0,6872504.0,6870512.0,6873503.0,6872510.0,6873503.0,3509.0,518.0,2991.0,993.0,1992.0,-1240.0
40,22426.85486,3.507745409,1,41,1,2,2,2,4,1,-30,1.0,-0.5913583,6873510.0,6877019.0,6875436.0,6875436.0,0.0,0.0,6874028.0,6876020.0,6874028.0,6877020.0,6876026.0,6877020.0,3509.0,518.0,2992.0,994.0,1992.0,-590.0
41,22430.37081,3.5078407,1,42,1,1,2,2,2,2,-25,1.0,-0.3997156,6877026.0,6880536.0,6879144.0,6879144.0,0.0,0.0,6877544.0,6879536.0,6877544.0,6880536.0,6879542.0,6880536.0,3510.0,518.0,2992.0,994.0,1992.0,-398.0
