,angle_test,report_right_prct,report_right_num
0,-65,0.0,2.0
1,-60,0.0,2.0
2,-55,0.0,2.0
3,-50,0.0,2.0
4,-45,0.0,3.0
5,-40,0.07692307692307693,13.0
6,-35,0.3333333333333333,30.0
7,-30,0.38181818181818183,55.0
8,-25,0.6181818181818182,55.0
9,-20,0.8076923076923077,26.0
10,-15,0.6666666666666666,9.0
11,-10,1.0,1.0
