onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
2462.379895	3.607819	2	1	2	2	1	1	3	2	-43.26923077	n/a	n/a
2465.996035	3.516248	2	2	2	1	2	2	5	2	-43.26923077	n/a	n/a
2469.520608	3.5079005	2	3	2	1	1	1	3	1	-43.26923077	n/a	n/a
2473.036993	3.5078454	2	4	2	2	2	2	5	2	-43.26923077	n/a	n/a
2476.553088	3.5162657	2	5	2	1	2	1	2	1	-43.26923077	n/a	n/a
2480.077673	3.5079062	2	6	2	1	2	1	4	1	-43.26923077	n/a	n/a
2483.593923	3.5079114	2	7	2	1	2	2	3	1	-43.26923077	n/a	n/a
2487.110154	3.5080737	2	8	2	1	2	1	2	2	-43.26923077	n/a	n/a
2490.626574	3.507691	2	9	2	2	2	2	1	2	-43.26923077	n/a	n/a
2494.142762	3.507833	2	10	2	1	2	2	5	1	-43.26923077	n/a	n/a
2497.658921	3.507849	2	11	2	1	1	1	3	2	-43.26923077	n/a	n/a
2501.175103	3.5079052	2	12	2	1	1	1	5	1	-43.26923077	n/a	n/a
2504.691297	3.5079473	2	13	2	1	2	2	4	1	-43.26923077	n/a	n/a
2508.207574	3.5080352	2	14	2	1	2	1	4	1	-43.26923077	n/a	n/a
2511.723947	3.50774	2	15	2	1	1	2	2	1	-43.26923077	n/a	n/a
2515.240018	3.5079212	2	16	2	1	1	2	2	2	-43.26923077	n/a	n/a
2518.75627	3.5080824	2	17	2	2	1	2	4	1	-43.26923077	n/a	n/a
2522.272604	3.5077601	2	18	2	1	2	2	3	2	-43.26923077	n/a	n/a
2525.788739	3.5079198	2	19	2	2	2	2	2	2	-43.26923077	n/a	n/a
2529.304971	3.5079062	2	20	2	1	1	1	5	1	-43.26923077	n/a	n/a
2532.82121	3.5078251	2	21	2	2	1	2	2	2	-43.26923077	n/a	n/a
2536.337368	3.5078517	2	22	2	2	1	2	1	2	-43.26923077	n/a	n/a
2539.853538	3.5078224	2	23	2	1	1	2	5	2	-43.26923077	n/a	n/a
2543.36968	3.5078241	2	24	2	2	1	1	4	2	-43.26923077	n/a	n/a
2546.885835	3.5077951	2	25	2	2	1	2	4	1	-43.26923077	n/a	n/a
2550.402092	3.5077242	2	26	2	2	1	1	3	1	-43.26923077	n/a	n/a
2553.918154	3.707792	2	27	2	1	2	2	1	2	-43.26923077	n/a	n/a
2557.634276	3.5078282	2	28	2	2	1	2	5	2	-43.26923077	n/a	n/a
