,angle_test,report_right_prct,report_right_num
0,-65,0.0,3.0
1,-60,0.0,4.0
2,-55,0.15384615384615385,13.0
3,-50,0.2727272727272727,33.0
4,-45,0.4528301886792453,53.0
5,-40,0.5660377358490566,53.0
6,-35,0.9259259259259259,27.0
7,-30,1.0,4.0
8,-25,0.6666666666666666,3.0
9,-20,0.75,4.0
10,-15,1.0,3.0
