,angle_test,report_right_prct,report_right_num
0,-65,0.0,2.0
1,-60,0.0,3.0
2,-55,0.14285714285714285,7.0
3,-50,0.25,16.0
4,-45,0.3333333333333333,30.0
5,-40,0.36363636363636365,44.0
6,-35,0.5294117647058824,51.0
7,-30,0.8125,32.0
8,-25,0.8888888888888888,9.0
9,-20,1.0,3.0
10,-15,0.6666666666666666,3.0
