,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time,miss_time_trial,blink_trial,no_saccade_trial,main_sac_trial,innacurate_sac_trial,early_sac_trial,late_sac_trial,sac_x_onset_trial,sac_x_offset_trial,sac_y_onset_trial,sac_y_offset_trial,sac_t_onset_trial,sac_t_offset_trial,sac_dur_trial,sac_vpeak_trial,sac_dist_trial,sac_amp_trial,sac_dist_ang_trial,sac_lat_trial,sac_amp_ang_trial,cor_sac_trial,cor_sac_x_onset_trial,cor_sac_x_offset_trial,cor_sac_y_onset_trial,cor_sac_y_offset_trial,cor_sac_t_onset_trial,cor_sac_t_offset_trial,cor_sac_dur_trial,cor_sac_vpeak_trial,cor_sac_dist_trial,cor_sac_amp_trial,cor_sac_dist_ang_trial,cor_sac_amp_ang_trial,gabor_sac_onset_x,gabor_sac_onset_y,sac_onset_gabor_path_prct
0,3022.039359,3.7911443,1,1,2,2,2,1,1,1,-42.74038462,n/a,n/a,2945196.0,2948986.0,0.0,0.0,0.0,2946902.0,2945988.0,2947987.0,2945988.0,2946386.0,2947994.0,2948987.0,3790.0,792.0,398.0,993.0,1999.0,-2947994.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3025.838815,3.5079231,1,2,2,1,1,1,3,2,-42.74038462,n/a,n/a,2948993.0,2952503.0,0.0,0.0,0.0,2950627.0,2949510.0,2951503.0,2949511.0,2950304.0,2951510.0,2952503.0,3510.0,518.0,793.0,993.0,1993.0,-2951510.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7269217492578078,-9.886135789906188,-0.06576911064713421,-1.2323054415989512,2950603.0,2950669.0,66.0,526.6565020394432,10.676975102576396,12.0478172344728,3.0321169148062554,299.0,3.0278577380372473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.86937587828731,-0.1413559628087289,0.5458333333333333
2,3029.355071,3.5079106,1,3,2,1,1,2,3,2,-42.74038462,n/a,n/a,2952510.0,2956019.0,0.0,0.0,0.0,2954119.0,2953026.0,2955019.0,2953027.0,2953819.0,2955026.0,2956019.0,3509.0,517.0,792.0,993.0,1993.0,-2955026.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6403834457747355,-9.861905064930925,-0.1211536248763013,-0.7996139241835893,2954097.0,2954165.0,68.0,509.5563954912178,10.524180364277127,11.983956747697292,3.077081109677222,278.0,3.069317951700801,1.0,0.6403834457747355,-9.861905064930925,-0.1211536248763013,-0.7996139241835893,2954097.0,2954165.0,68.0,509.5563954912178,10.524180364277127,11.983956747697292,3.077081109677222,3.069317951700801,-9.892093116846038,-0.11677231710286078,0.5375
3,3032.871364,3.5078557,1,4,2,2,1,1,5,1,-42.74038462,n/a,n/a,2956026.0,2959535.0,0.0,0.0,0.0,2958059.0,2956542.0,2958536.0,2956543.0,2957735.0,2958543.0,2959535.0,3509.0,517.0,1192.0,992.0,1994.0,-2958543.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5469220780130157,10.77228801757285,0.024230724975261835,-0.951921338313796,2958047.0,2958115.0,68.0,498.2646096435133,10.271853846729607,12.213129646445456,0.09517535565689712,312.0,0.10449122213239412,1.0,0.5469220780130157,10.77228801757285,0.024230724975261835,-0.951921338313796,2958047.0,2958115.0,68.0,498.2646096435133,10.271853846729607,12.213129646445456,0.09517535565689712,0.10449122213239412,10.698555085680896,-0.7559471054553649,0.7541666666666667
4,3036.387552,3.5578899,1,5,2,1,2,1,5,2,-42.74038462,n/a,n/a,2959542.0,2963102.0,0.0,0.0,0.0,2961602.0,2960109.0,2962102.0,2960110.0,2961302.0,2962109.0,2963103.0,3560.0,568.0,1192.0,994.0,1993.0,-2962109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5226913530377578,-10.557673024934829,0.13153822129426843,0.2319226533346355,2961575.0,2961632.0,57.0,495.5101947644604,11.080819093498453,12.884062565326044,-3.1325332325893953,273.0,-3.0948274206002133,1.0,-33.26532385889301,0.4292299852760381,18.726888873736858,-0.7096140885611933,2962215.0,2962273.0,58.0,23680.868496685656,38.89859388411139,79.81223554283903,0.5232190293174447,1.037829827470153,-10.641761989284076,0.6944879911907006,0.7333333333333333
5,3039.953784,3.5079069,1,6,2,1,1,2,5,1,-42.74038462,n/a,n/a,2963108.0,2966618.0,0.0,0.0,0.0,2965125.0,2963625.0,2965618.0,2963625.0,2964819.0,2965625.0,2966618.0,3510.0,517.0,1194.0,993.0,1993.0,-2965625.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45346071025129997,-9.058829608608017,0.0553845142291671,-0.8653830348307235,2965107.0,2965159.0,52.0,441.071130345725,9.5567504932203,10.725080154474604,3.0450956188068106,288.0,3.038776731639241,1.0,-33.26532385889301,0.11769209273697762,18.726888873736858,-0.5296144173164012,2965773.0,2965827.0,54.0,14947.90266278239,38.53879438987586,46.62385491596532,0.5232124911202779,0.570231181968048,-9.33552077215719,-0.7190716368965687,0.7416666666666667
6,3043.470023,3.5079061,1,7,2,1,2,1,1,2,-42.74038462,n/a,n/a,2966625.0,2970134.0,0.0,0.0,0.0,2968041.0,2967141.0,2969134.0,2967141.0,2967534.0,2969141.0,2970135.0,3509.0,516.0,393.0,994.0,1993.0,-2969141.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1384612855729158,-10.578442217770766,0.1211536248763013,-0.01384612855729079,2968023.0,2968087.0,64.0,532.0125155483468,10.71775375875968,13.070153143988628,3.1289964206013985,489.0,3.096554202299399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.846658639728583,-0.16593960851459308,0.44166666666666665
7,3046.986434,3.5077107,1,8,2,2,2,2,2,1,-42.74038462,n/a,n/a,2970141.0,2973650.0,0.0,0.0,0.0,2971507.0,2970657.0,2972650.0,2970657.0,2971251.0,2972657.0,2973651.0,3509.0,516.0,594.0,994.0,1993.0,-2972657.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38769159960416577,9.664597732989522,0.19730733194140657,-0.24576878189192627,2971488.0,2971552.0,64.0,499.1659237353759,9.287481028260165,11.71174653062624,0.04772492713080514,237.0,0.06151541791133176,1.0,0.38769159960416577,9.664597732989522,0.19730733194140657,-0.24576878189192627,2971488.0,2971552.0,64.0,499.1659237353759,9.287481028260165,11.71174653062624,0.04772492713080514,0.06151541791133176,10.221493075947604,-0.23969054563218956,0.4166666666666667
8,3050.510824,3.5079281,1,9,2,2,2,2,4,1,-42.74038462,n/a,n/a,2973665.0,2977175.0,0.0,0.0,0.0,2975459.0,2974182.0,2976175.0,2974182.0,2975175.0,2976182.0,2977175.0,3510.0,517.0,993.0,993.0,1993.0,-2976182.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05884604636849078,11.007672203046804,0.40153772816145655,0.6161527207994736,2975442.0,2975482.0,40.0,442.4032784714395,10.9509293580147,10.927180306903795,-0.019599134110496574,267.0,-0.033268228214320655,1.0,11.031902928022067,9.103829526419212,0.6161527207994736,0.7373063456757749,2975484.0,2975504.0,20.0,269.5115174589206,1.9318760940570352,2.2376442586692846,-3.0788385356819585,-3.0750244898139703,9.642203492700023,0.3871924198673825,0.6291666666666667
9,3054.027206,3.5077593,1,10,2,2,1,2,3,2,-42.74038462,n/a,n/a,2977182.0,2980691.0,0.0,0.0,0.0,2978741.0,2977698.0,2979691.0,2977698.0,2978491.0,2979698.0,2980691.0,3509.0,516.0,793.0,993.0,1993.0,-2979698.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05884604636849078,9.273444601246037,0.21807652477734077,-0.45346071025129997,2978724.0,2978797.0,73.0,427.2203994229623,9.356420842906944,11.112522074032153,0.07183464065505765,233.0,0.08389141929459738,1.0,-0.05884604636849078,9.273444601246037,0.21807652477734077,-0.45346071025129997,2978724.0,2978797.0,73.0,427.2203994229623,9.356420842906944,11.112522074032153,0.07183464065505765,0.08389141929459738,10.039755167477773,-0.043021379985264285,0.5125
