,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,19391.0166,3.9994065,1,1,1,2,1,1,3,2,-15,n/a,n/a,3837691.0,3841691.0,0.0,0.0,0.0,0.0,3838700.0,3840691.0,3838700.0,3841692.0,3840697.0,3841693.0,4000.0,1009.0,2992.0,996.0,1991.0,-3840697.0
1,19395.03266,3.9910345,1,2,1,1,2,1,2,2,-15,n/a,n/a,3841708.0,3845698.0,0.0,0.0,0.0,0.0,3842708.0,3844699.0,3842708.0,3845699.0,3844705.0,3845699.0,3990.0,1000.0,2991.0,994.0,1991.0,-3844705.0
2,19399.04055,3.5076486,1,3,1,1,2,1,1,1,-15,n/a,n/a,3845715.0,3849222.0,0.0,0.0,0.0,0.0,3846232.0,3848223.0,3846232.0,3849223.0,3848230.0,3849223.0,3507.0,517.0,2991.0,993.0,1991.0,-3848230.0
3,19402.55654,3.5078282,1,4,1,1,1,1,3,1,-15,n/a,n/a,3849229.0,3852739.0,0.0,0.0,0.0,0.0,3849747.0,3851739.0,3849747.0,3852739.0,3851746.0,3852739.0,3510.0,518.0,2992.0,993.0,1992.0,-3851746.0
4,19406.07269,3.5161613,1,5,1,2,1,1,3,2,-15,n/a,n/a,3852746.0,3856264.0,0.0,0.0,0.0,0.0,3853273.0,3855264.0,3853273.0,3856265.0,3855271.0,3856266.0,3518.0,527.0,2992.0,995.0,1991.0,-3855271.0
5,19409.60552,3.5078301,1,6,1,1,2,1,2,1,-15,n/a,n/a,3856280.0,3859787.0,0.0,0.0,0.0,0.0,3856797.0,3858788.0,3856797.0,3859788.0,3858795.0,3859788.0,3507.0,517.0,2991.0,993.0,1991.0,-3858795.0
6,19413.12168,3.5078316,1,7,1,1,1,2,2,1,-65,1.0,0.4753087,3859795.0,3863304.0,3862788.0,3862788.0,0.0,0.0,3860313.0,3862304.0,3860313.0,3863304.0,3862311.0,3863304.0,3509.0,518.0,2991.0,993.0,1991.0,477.0
7,19416.63801,3.5076689,1,8,1,2,2,2,4,1,-60,2.0,0.5087805,3863311.0,3866820.0,3866337.0,0.0,3866337.0,0.0,3863828.0,3865820.0,3863829.0,3866820.0,3865827.0,3866820.0,3509.0,518.0,2991.0,993.0,1992.0,510.0
8,19420.15401,3.5079542,1,9,1,1,1,1,1,1,-15,2.0,0.3254864,3866827.0,3870336.0,3869670.0,0.0,3869670.0,0.0,3867345.0,3869337.0,3867345.0,3870336.0,3869343.0,3870337.0,3509.0,518.0,2991.0,994.0,1992.0,327.0
9,19423.67025,3.5077482,1,10,1,2,1,1,4,2,-20,2.0,0.2671389,3870343.0,3873852.0,3873128.0,0.0,3873128.0,0.0,3870861.0,3872853.0,3870861.0,3873853.0,3872859.0,3873853.0,3509.0,518.0,2992.0,994.0,1992.0,269.0
10,19427.18655,3.5076392,1,11,1,2,2,2,1,2,-65,n/a,n/a,3873859.0,3877369.0,0.0,0.0,0.0,0.0,3874377.0,3876368.0,3874377.0,3877369.0,3876375.0,3877369.0,3510.0,518.0,2992.0,994.0,1991.0,-3876375.0
11,19430.70249,3.5078269,1,12,1,1,1,1,5,2,-25,n/a,n/a,3877375.0,3880885.0,0.0,0.0,0.0,0.0,3877893.0,3879885.0,3877893.0,3880885.0,3879892.0,3880885.0,3510.0,518.0,2992.0,993.0,1992.0,-3879892.0
12,19434.21864,3.5078407,1,13,1,2,1,1,3,2,-25,2.0,-0.2323482,3880891.0,3884400.0,3883177.0,0.0,3883177.0,0.0,3881410.0,3883401.0,3881410.0,3884400.0,3883408.0,3884401.0,3509.0,519.0,2990.0,993.0,1991.0,-231.0
13,19437.7348,3.5163069,1,14,1,2,2,1,3,2,-30,2.0,0.2608445,3884407.0,3887926.0,3887188.0,0.0,3887188.0,0.0,3884926.0,3886917.0,3884926.0,3887926.0,3886924.0,3887926.0,3519.0,519.0,3000.0,1002.0,1991.0,264.0
14,19441.25929,3.9994338,1,15,1,2,1,1,1,1,-35,1.0,0.4087435,3887932.0,3891933.0,3891350.0,3891350.0,0.0,0.0,3888942.0,3890933.0,3888942.0,3891933.0,3890940.0,3891933.0,4001.0,1010.0,2991.0,993.0,1991.0,410.0
15,19445.26705,3.9994249,1,16,1,2,1,1,3,2,-30,1.0,0.4085433,3891940.0,3895941.0,3895358.0,3895358.0,0.0,0.0,3892949.0,3894941.0,3892949.0,3895941.0,3894948.0,3895941.0,4001.0,1009.0,2992.0,993.0,1992.0,410.0
16,19449.27481,3.5078243,1,17,1,1,1,1,3,2,-25,2.0,0.3168306,3895947.0,3899457.0,3898782.0,0.0,3898782.0,0.0,3896466.0,3898457.0,3896466.0,3899457.0,3898464.0,3899457.0,3510.0,519.0,2991.0,993.0,1991.0,318.0
17,19452.79098,3.5078311,1,18,1,1,2,2,5,2,-65,1.0,0.4252537,3899464.0,3902973.0,3902407.0,3902407.0,0.0,0.0,3899982.0,3901973.0,3899982.0,3902973.0,3901980.0,3902973.0,3509.0,518.0,2991.0,993.0,1991.0,427.0
18,19456.30715,3.5161501,1,19,1,1,2,2,3,1,-60,1.0,0.1279546,3902980.0,3906498.0,3905627.0,3905627.0,0.0,0.0,3903498.0,3905489.0,3903498.0,3906498.0,3905496.0,3906498.0,3518.0,518.0,3000.0,1002.0,1991.0,131.0
19,19459.83164,3.5078324,1,20,1,1,1,1,1,1,-30,1.0,0.4167829,3906504.0,3910014.0,3909439.0,3909439.0,0.0,0.0,3907022.0,3909013.0,3907022.0,3910014.0,3909020.0,3910014.0,3510.0,518.0,2992.0,994.0,1991.0,419.0
20,19463.3478,3.5078242,1,21,1,2,2,2,3,1,-55,1.0,0.7917416,3910020.0,3913529.0,3913330.0,3913330.0,0.0,0.0,3910539.0,3912530.0,3910539.0,3913529.0,3912537.0,3913529.0,3509.0,519.0,2990.0,992.0,1991.0,793.0
21,19466.86398,3.507858,1,22,1,2,2,2,5,1,-50,2.0,0.5254813,3913536.0,3917045.0,3916580.0,0.0,3916580.0,0.0,3914055.0,3916046.0,3914055.0,3917046.0,3916053.0,3917046.0,3509.0,519.0,2991.0,993.0,1991.0,527.0
22,19470.38011,3.5079543,1,23,1,1,1,2,2,1,-55,1.0,0.6253702,3917053.0,3920562.0,3920196.0,3920196.0,0.0,0.0,3917570.0,3919562.0,3917570.0,3920562.0,3919569.0,3920562.0,3509.0,517.0,2992.0,993.0,1992.0,627.0
23,19473.89629,3.5078311,1,24,1,2,1,1,3,2,-25,n/a,n/a,3920569.0,3924078.0,0.0,0.0,0.0,0.0,3921087.0,3923079.0,3921087.0,3924078.0,3923085.0,3924078.0,3509.0,518.0,2991.0,993.0,1992.0,-3923085.0
24,19477.41245,3.5413141,1,25,1,2,1,1,5,1,-25,2.0,0.7084051,3924085.0,3927628.0,3927345.0,0.0,3927345.0,0.0,3924636.0,3926628.0,3924636.0,3927628.0,3926634.0,3927628.0,3543.0,551.0,2992.0,994.0,1992.0,711.0
25,19480.96192,3.8327944,1,26,1,2,1,1,4,1,-30,1.0,0.142175,3927634.0,3931469.0,3930619.0,3930619.0,0.0,0.0,3928477.0,3930469.0,3928477.0,3931469.0,3930476.0,3931469.0,3835.0,843.0,2992.0,993.0,1992.0,143.0
