,angle_test,report_right_prct,report_right_num
0,-65,0.0,4.0
1,-60,0.14285714285714285,7.0
2,-55,0.42857142857142855,7.0
3,-50,0.1111111111111111,18.0
4,-45,0.4,10.0
5,-40,0.30434782608695654,23.0
6,-35,0.35714285714285715,42.0
7,-30,0.5581395348837209,43.0
8,-25,0.7692307692307693,26.0
9,-20,0.6666666666666666,9.0
10,-15,0.45454545454545453,11.0
