,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,12662.97116,4.0326627,1,1,1,1,2,2,4,2,-65,1,-0.1494563,10239390.0,10243422.0,10242282.0,10242282.0,0.0,0.0,10240432.0,10242423.0,10240432.0,10243423.0,10242430.0,10243423.0,4032.0,1042.0,2991.0,993.0,1991.0,-148.0
1,12667.01218,3.8327416,1,2,1,2,2,1,1,1,-15,2,-1.1494646,10243430.0,10247264.0,10245123.0,0.0,10245123.0,0.0,10244273.0,10246264.0,10244273.0,10247264.0,10246271.0,10247264.0,3834.0,843.0,2991.0,993.0,1991.0,-1148.0
2,12670.85324,3.9994365,1,3,1,2,1,1,3,2,-20,1,-0.8911687,10247271.0,10251272.0,10249389.0,10249389.0,0.0,0.0,10248280.0,10250272.0,10248280.0,10251272.0,10250279.0,10251272.0,4001.0,1009.0,2992.0,993.0,1992.0,-890.0
3,12674.86102,3.5078361,1,4,1,2,2,2,5,1,-60,1,-0.1745745,10251279.0,10254788.0,10253622.0,10253622.0,0.0,0.0,10251796.0,10253788.0,10251797.0,10254788.0,10253795.0,10254789.0,3509.0,518.0,2991.0,994.0,1992.0,-173.0
4,12678.38565,3.5077565,1,5,1,2,2,2,5,2,-55,1,-0.3888897,10254805.0,10258313.0,10256932.0,10256932.0,0.0,0.0,10255322.0,10257313.0,10255323.0,10258314.0,10257320.0,10258315.0,3508.0,518.0,2991.0,995.0,1991.0,-388.0
5,12681.90168,3.8661293,1,6,1,1,1,2,2,2,-50,1,-0.6655929,10258319.0,10262186.0,10260530.0,10260530.0,0.0,0.0,10259196.0,10261187.0,10259196.0,10262187.0,10261194.0,10262187.0,3867.0,877.0,2991.0,993.0,1991.0,-664.0
6,12685.77614,3.5078304,1,7,1,1,2,1,1,1,-15,2,-1.0234273,10262193.0,10265703.0,10263688.0,0.0,10263688.0,0.0,10262712.0,10264703.0,10262712.0,10265703.0,10264710.0,10265703.0,3510.0,519.0,2991.0,993.0,1991.0,-1022.0
7,12689.29231,3.5078248,1,8,1,2,1,1,2,2,-20,2,-0.8245474,10265710.0,10269219.0,10267403.0,0.0,10267403.0,0.0,10266227.0,10268219.0,10266227.0,10269219.0,10268226.0,10269219.0,3509.0,517.0,2992.0,993.0,1992.0,-823.0
8,12692.80847,3.507828,1,9,1,2,1,1,3,1,-25,2,-1.0828644,10269226.0,10272735.0,10270661.0,0.0,10270661.0,0.0,10269744.0,10271736.0,10269744.0,10272736.0,10271742.0,10272736.0,3509.0,518.0,2992.0,994.0,1992.0,-1081.0
9,12696.32475,3.5076927,1,10,1,1,1,2,1,2,-45,1,-0.4740771,10272742.0,10276252.0,10274786.0,10274786.0,0.0,0.0,10273260.0,10275251.0,10273260.0,10276252.0,10275258.0,10276252.0,3510.0,518.0,2992.0,994.0,1991.0,-472.0
10,12699.84079,3.5078614,1,11,1,1,1,1,4,1,-30,1,-0.1659042,10276258.0,10279768.0,10278610.0,10278610.0,0.0,0.0,10276776.0,10278767.0,10276776.0,10279768.0,10278774.0,10279768.0,3510.0,518.0,2992.0,994.0,1991.0,-164.0
11,12703.35696,3.5161497,1,12,1,1,2,1,1,2,-25,2,-0.5389268,10279774.0,10283292.0,10281763.0,0.0,10281763.0,0.0,10280293.0,10282292.0,10280293.0,10283293.0,10282299.0,10283293.0,3518.0,519.0,3000.0,994.0,1999.0,-536.0
12,12706.88158,3.507699,1,13,1,1,1,2,1,2,-40,1,-0.8831005,10283299.0,10286808.0,10284933.0,10284933.0,0.0,0.0,10283817.0,10285808.0,10283817.0,10286809.0,10285815.0,10286809.0,3509.0,518.0,2992.0,994.0,1991.0,-882.0
13,12710.39774,3.5077054,1,14,1,1,1,1,5,1,-30,1,-0.8746337,10286815.0,10290324.0,10288458.0,10288458.0,0.0,0.0,10287333.0,10289324.0,10287333.0,10290324.0,10289331.0,10290324.0,3509.0,518.0,2991.0,993.0,1991.0,-873.0
14,12713.91376,3.5078522,1,15,1,1,2,2,1,2,-35,2,-1.0330655,10290331.0,10293840.0,10291816.0,0.0,10291816.0,0.0,10290850.0,10292841.0,10290850.0,10293840.0,10292848.0,10293840.0,3509.0,519.0,2990.0,992.0,1991.0,-1032.0
