onset	duration	run_number	trial_number	task	ext_mot_pos	ext_mot_ver_dir	staircase_num	fix_off_prct	trial_type	ext_mot_ori	direction_report	response_duration
1011.062106	3.5162108	2	1	1	1	2	2	1	2	-65	1	0.158686
1014.586645	3.5078817	2	2	1	2	2	2	2	2	-60	1	-0.732848
1018.10286	3.5078957	2	3	1	2	1	1	1	1	-15	2	-1.1496313
1021.627478	3.5078846	2	4	1	1	1	1	1	1	-20	2	-0.7486685
1025.152018	3.5163194	2	5	1	2	1	1	2	2	-25	2	-0.4330386
1029.69325	3.5077864	2	6	1	2	1	2	5	1	-55	1	-1.2993998
1033.209354	3.5079154	2	7	1	2	2	1	3	1	-30	2	-1.0907347
1036.725762	3.5079747	2	8	1	2	2	1	2	1	-35	2	-0.8239268
1040.241952	3.5077935	2	9	1	2	1	2	5	2	-50	1	-1.2328207
1043.758095	3.5078727	2	10	1	2	2	2	3	2	-45	2	-1.1656272
1047.274297	3.5079032	2	11	1	2	1	1	4	1	-40	2	-0.2164046
1050.790568	3.5078743	2	12	1	2	1	2	1	1	-50	1	-1.2405098
1054.306772	3.5079788	2	13	1	1	2	1	2	1	-45	1	-0.9413048
1057.823026	3.5079093	2	14	1	2	1	1	5	1	-40	1	-1.282942
1061.339256	3.5079034	2	15	1	2	2	1	5	2	-35	2	-1.0330728
1064.85559	3.5078893	2	16	1	1	2	1	5	1	-40	2	-0.7496751
1068.380041	3.5077695	2	17	1	1	1	2	4	1	-45	2	-0.8330051
1071.896127	3.5078674	2	18	1	2	1	1	4	2	-45	2	-0.8997918
1075.412324	3.5079603	2	19	1	1	2	2	5	1	-50	1	-1.3245819
1078.928591	3.5076849	2	20	1	1	2	1	5	1	-50	1	-1.1493789
1082.444607	3.5078206	2	21	1	2	2	1	3	2	-45	1	-0.8746408
1085.960762	3.5079143	2	22	1	2	2	1	4	1	-40	2	-0.6497162
1089.476967	3.5077592	2	23	1	1	2	2	1	2	-45	1	-0.9329918
1092.993205	3.5078146	2	24	1	1	2	2	4	2	-40	2	-0.5492269
1096.509215	3.5077912	2	25	1	1	2	1	5	1	-45	1	-1.1746053
1100.025501	3.5079296	2	26	1	2	1	2	4	1	-45	1	-0.866222
1103.541663	3.5077058	2	27	1	1	2	1	3	1	-40	1	-0.8996194
