,onset,duration,run_number,trial_number,task,ext_mot_pos,ext_mot_ver_dir,staircase_num,fix_off_prct,trial_type,ext_mot_ori,direction_report,response_duration,trial_onset,trial_offset,button_press_onset,button_left,button_right,fix_break,motion_onset,motion_offset,fixation_onset,fixation_offset,response_onset,response_offset,trial_duration,fix_check_duration,fixation_duration,response_duration,motion_duration,reaction_time
0,4964.059845,3.7911307,1,1,1,1,1,1,4,2,-15,n/a,n/a,4887206.0,4890997.0,0.0,0.0,0.0,0.0,4888005.0,4889996.0,4888006.0,4890998.0,4890004.0,4890998.0,3791.0,800.0,2992.0,994.0,1991.0,-4890004.0
1,4967.859295,3.6744643,1,2,1,2,1,2,5,1,-65,1.0,-0.0661182,4891004.0,4894679.0,4893622.0,4893622.0,0.0,0.0,4891689.0,4893680.0,4891689.0,4894679.0,4893686.0,4894679.0,3675.0,685.0,2990.0,993.0,1991.0,-64.0
2,4971.542087,3.507803,1,3,1,1,1,2,1,1,-60,1.0,-0.7494909,4894686.0,4898196.0,4896455.0,4896455.0,0.0,0.0,4895205.0,4897195.0,4895205.0,4898196.0,4897202.0,4898196.0,3510.0,519.0,2991.0,994.0,1990.0,-747.0
3,4975.058243,3.5078372,1,4,1,2,1,1,2,2,-15,2.0,-1.1910814,4898202.0,4901712.0,4899529.0,0.0,4899529.0,0.0,4898721.0,4900712.0,4898721.0,4901712.0,4900719.0,4901712.0,3510.0,519.0,2991.0,993.0,1991.0,-1190.0
4,4978.574417,3.5161344,1,5,1,2,2,2,4,2,-55,2.0,-0.1914594,4901719.0,4905236.0,4904053.0,0.0,4904053.0,0.0,4902246.0,4904238.0,4902247.0,4905237.0,4904244.0,4905238.0,3517.0,528.0,2990.0,994.0,1992.0,-191.0
5,4982.107226,3.5078249,1,6,1,1,1,1,3,1,-20,2.0,0.6508498,4905252.0,4908761.0,4908420.0,0.0,4908420.0,0.0,4905769.0,4907761.0,4905769.0,4908761.0,4907768.0,4908761.0,3509.0,517.0,2992.0,993.0,1992.0,652.0
6,4985.623382,3.50781,1,7,1,1,2,2,1,1,-60,1.0,0.5253844,4908767.0,4912277.0,4911810.0,4911810.0,0.0,0.0,4909285.0,4911276.0,4909285.0,4912277.0,4911284.0,4912277.0,3510.0,518.0,2992.0,993.0,1991.0,526.0
7,4989.13955,3.5078345,1,8,1,1,1,2,1,2,-55,1.0,0.5249661,4912283.0,4915793.0,4915326.0,4915326.0,0.0,0.0,4912802.0,4914793.0,4912802.0,4915793.0,4914800.0,4915793.0,3510.0,519.0,2991.0,993.0,1991.0,526.0
8,4992.6557,3.5078106,1,9,1,2,1,1,4,2,-25,2.0,0.6333669,4915800.0,4919309.0,4918951.0,0.0,4918951.0,0.0,4916318.0,4918309.0,4916318.0,4919309.0,4918316.0,4919309.0,3509.0,518.0,2991.0,993.0,1991.0,635.0
9,4996.171859,3.507845,1,10,1,1,2,1,1,2,-30,2.0,0.4758637,4919316.0,4922826.0,4922310.0,0.0,4922310.0,0.0,4919834.0,4921825.0,4919835.0,4922826.0,4921832.0,4922826.0,3510.0,519.0,2991.0,994.0,1991.0,478.0
